证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
000856,冀东装备,186.99357142857139,-3.7857142857142856,-8.65,148.95499999999993,10.682142857142859,-0.0735714285714286
600667,太极实业,186.51800000000003,2.5940000000000003,1.498,184.96866666666668,18.776666666666667,0.064
002624,完美世界,186.3273333333333,12.366000000000001,10.388666666666667,119.37733333333333,46.92333333333333,0.48933333333333334
000833,粤桂股份,185.81266666666667,1.7746666666666668,0.936,207.13600000000002,11.346000000000004,0.06733333333333333
600216,浙江医药,184.86733333333325,3.317333333333333,2.5853333333333333,169.964,10.403333333333336,0.24866666666666667
600884,杉杉股份,184.73866666666666,6.5293333333333345,6.042666666666667,118.81466666666665,22.080666666666666,0.6346666666666666
600745,闻泰科技,183.70000000000007,0.7013333333333333,1.204666666666667,317.0766666666667,423.086,0.04066666666666667
600466,蓝光发展,182.9133333333333,3.384,1.9579999999999995,95.28399999999998,54.837333333333326,0.14333333333333334
600793,宜宾纸业,182.60600000000005,8.189333333333328,-10.795333333333335,59.41933333333334,84360.64599999998,0.38599999999999995
600737,中粮糖业,182.50133333333335,4.229333333333334,2.0700000000000003,162.17133333333334,27.595999999999997,0.14266666666666666
002295,精艺股份,181.12933333333334,1.706666666666667,-0.2200000000000001,171.79866666666666,28.928666666666665,0.07666666666666667
600258,首旅酒店,180.266,5.658000000000001,5.798,13.557333333333332,93.05199999999998,0.3773333333333333
601168,西部矿业,179.4646666666667,1.5426666666666666,0.8900000000000001,179.89466666666664,11.56733333333333,0.07466666666666667
600570,恒生电子,178.27866666666668,8.270000000000001,8.146666666666667,142.51266666666666,29.7,0.3346666666666666
000952,广济药业,178.154,9.004000000000001,1.9980000000000004,155.95199999999994,20.39733333333333,0.24333333333333335
002709,天赐材料,177.28799999999998,12.541333333333332,9.500000000000002,90.67933333333333,39.92,0.7593333333333334
600256,广汇能源,172.94,2.960666666666667,4.7446666666666655,143.01266666666666,31.27733333333332,0.06666666666666667
601155,新城控股,172.16,13.198749999999999,9.715,106.42750000000001,56.14,1.02375
002195,二三四五,171.49866666666668,6.803999999999999,5.998666666666667,13.907333333333334,71.966,0.19933333333333333
600531,豫光金铅,166.54399999999998,2.8626666666666676,2.257333333333334,127.55733333333332,21.502000000000002,0.06200000000000002
600769,祥龙电业,165.796,7.599333333333334,6.593333333333334,142.06066666666666,94.136,0.008666666666666666
002583,海能达,164.58333333333331,2.1326666666666667,1.2713333333333334,142.64466666666667,51.53599999999999,0.03466666666666667
002582,好想你,164.248,2.118666666666667,2.0453333333333337,81.22200000000001,83.27000000000001,0.1686666666666667
