证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
002871,伟隆股份,24.67,14.55,21.07,-63.78,22.49,0.71
002872,天圣制药,-0.9,7.99,11.75,-63.83,11.78,0.8
002873,新天药业,16.22,15.08,23.05,-71.72,-2.16,1.3
002875,安奈儿,50.25,13.73,18.52,-50.27,36.39,0.85
002876,三利谱,-66.67,5.73,14.7,-116.88,20.43,0.63
002877,智能自控,16.86,10.3,14.01,-54.68,54.32,0.29
002878,元隆雅图,64.45,21.29,26.32,-38.71,44.25,0.91
002879,长缆科技,9.95,11.66,19.64,-81.74,11.26,0.87
002880,卫光生物,-7.69,14.48,30.03,-103.53,2.09,1.6400000000000001
002881,美格智能,21.65,9.29,15.21,-79.11,51.74,0.26
002882,金龙羽,109.92,21.51,25.75,-27.86,105.27,0.74
002883,中设股份,36.78,16.36,24.54,-68.11,47.75,0.9400000000000001
002884,凌霄泵业,45.43,20.16,31.99,-75.79,29.53,2.04
002885,京泉华,11.71,13.95,20.43,-65.77,37.0,1.09
002886,沃特股份,-13.69,6.5,9.3,-57.98,35.38,0.35000000000000003
002887,绿茵生态,-20.6,11.63,25.67,-109.96,-30.61,1.22
002888,惠威科技,-4.17,7.5600000000000005,14.05,-92.33,7.37,0.39
002889,东方嘉盛,15.7,13.31,19.17,-61.85,59.63,1.29
002890,弘宇股份,-29.87,5.22,11.06,-52.8,-26.94,0.41000000000000003
002891,中宠股份,-29.27,5.88,15.9,-63.02,39.07,0.42
002892,科力尔,-8.95,8.29,13.35,-37.9,21.25,0.58
002893,华通热力,-47.58,2.98,10.2,-70.78,7.41,0.15
002895,川恒股份,-48.24,3.39,7.88,-56.98,9.0,0.17
002896,中大力德,29.71,10.72,14.42,-25.66,21.86,0.74
002897,意华股份,-14.4,5.67,12.13,-53.26,13.43,0.37
002898,赛隆药业,0.87,7.45,10.97,-32.09,30.47,0.30000000000000004
002899,英派斯,-24.46,4.72,8.89,-46.91,5.38,0.38
002900,哈三联,44.24,9.58,15.19,-36.93,135.95,0.5700000000000001
002901,大博医疗,34.63,21.54,30.55,-29.49,23.48,0.71
002902,铭普光磁,-74.05,1.44,10.26,-85.96,4.26,0.11
002903,宇环数控,-73.38,13.7,43.8,-137.44,-33.46,0.56
002905,金逸影视,-3.85,7.17,15.37,-53.35,-5.12,0.51
002906,华阳集团,-80.8,1.08,8.11,-86.68,-19.63,0.08
002910,庄园牧场,-7.05,5.46,8.0,-31.75,4.67,0.34
600004,白云机场,160.37,115.79,122.75,-77.54,120.57,9.02
600005,武钢股份,-836.41,-21.01,6.91,-879.06,-193.16,-0.68
600006,东风汽车,832.07,49.24,41.95,759.72,-99.54,1.6099999999999999
600007,中国国贸,148.7,103.05,102.48,35.4,141.64,6.04
600008,首创股份,25.62,48.85,53.6,-15.04,220.27,1.17
600009,上海机场,290.4,127.55,117.94,121.11,195.09,14.73
600010,包钢股份,3533.03,1.51,-9.79,-197.19,389.06,-0.03
600011,华能国际,-152.8,107.86,145.99,-170.48,-9.28,5.44
600012,皖通高速,81.96,106.37,108.0,-32.8,88.86,5.49
600015,华夏银行,55.86,131.96,148.8,-173.02,92.82,14.58
600016,民生银行,58.45,157.07,171.86,-115.26,58.97,12.75
600017,日照港,109.2,36.17,40.56,63.53,-7.08,1.23
600018,上港集团,120.47,100.15,98.76,-2.96,98.37,2.7
600019,宝钢股份,1415.64,68.66,51.88,1092.91,141.16,4.9
600020,中原高速,558.59,94.6,97.29,676.63,377.72,3.71
600021,上海电力,-164.91,80.03,96.6,-166.24,122.65,3.9
600022,山东钢铁,6780.72,37.43,-27.35,7250.72,-27.74,0.59
600023,浙能电力,-83.76,97.86,117.84,-276.61,142.59,4.06
600026,中远海能,1286.04,38.94,36.9,2230.48,-184.72,2.85
600027,华电国际,6606.78,90.01,136.25,6045.06,54.84,3.61
600028,中国石化,484.69,63.01,63.85,377.19,11.02,3.6
600029,南方航空,1622.43,132.31,108.81,1369.65,106.47,5.77
600030,中信证券,476.55,92.72,99.93,232.86,457.95,10.15
600031,三一重工,8062.84,64.9,38.99,3736.98,238.5,2.18
600033,福建高速,78.71,77.96,77.65,23.57,-6.09,2.29
600035,楚天高速,488.12,103.97,98.85,237.84,463.25,3.17
600036,招商银行,149.23,170.59,171.66,-8.19,162.38,25.65
600037,歌华有线,328.78,61.15,65.46,-19.37,24.62,4.89
600038,中直股份,209.66,102.52,100.54,49.98,-34.48,11.68
600039,四川路桥,70.28,71.52,83.95,-138.92,132.65,2.26
600048,保利地产,238.1,122.01,131.14,-51.14,260.33,8.84
600050,中国联通,897.68,22.54,30.88,402.34,-10.99,0.87
600051,宁波联合,420.19,72.81,64.21,264.64,210.0,4.88
600052,浙江广厦,1743.95,45.86,48.67,1638.9,-163.0,1.05
600053,九鼎投资,2125.83,166.9,150.7,1219.63,640.93,5.54
600054,黄山旅游,586.2,98.65,97.12,236.81,56.01,5.05
600055,万东医疗,803.95,37.01,29.2,446.47,129.43,1.29
600056,中国医药,481.1,151.36,134.36,189.76,223.81,9.49
600057,厦门象屿,682.12,71.89,83.15,-4.5600000000000005,842.17,3.51
600058,五矿发展,-5566.55,-73.73,-61.99,-5503.49,-192.3,-4.99
600059,古越龙山,142.31,36.93,38.74,-0.37,132.4,1.78
600060,海信电器,-151.33,88.73,107.59,-255.72,49.38,8.34
600061,国投资本,1879.12,105.65,88.73,6692.32,37.18,7.47
600062,华润双鹤,162.31,112.32,104.23,123.65,184.97,9.64
600063,皖维高新,44.64,26.14,34.09,-124.34,124.88,0.62
600064,南京高科,815.35,97.25,92.7,326.65,341.16,11.28
600066,宇通客车,1.85,180.72,193.97,-120.19,108.14,10.43
600067,冠城大通,25950.98,54.78,70.72,22154.03,41.37,2.59
600068,葛洲坝,249.26,120.55,119.26,-18.22,149.97,5.76
600069,银鸽投资,-253.93,-37.63,-125.43,-6289.13,-17.43,-0.66
600070,浙江富润,10987.61,43.58,21.73,7327.78,462.71,1.7000000000000002
600071,凤凰光学,-832.27,-55.94,-92.61,-944.59,-41.11,-1.05
600072,中船科技,-131.13,-15.68,-30.32,-106.39,-146.84,-0.35000000000000003
600073,上海梅林,696.35,92.75,79.49,538.13,320.18,3.3
600074,*ST保千,774.49,193.28,165.31,1097.14,1007.83,1.6
600075,新疆天业,499.38,109.62,83.34,2293.32,-167.38,4.97
600076,康欣新材,363.72,82.22,13.82,741.58,369.93,3.17
600077,宋都股份,3504.61,14.32,4.31,4763.76,930.45,0.42
600078,澄星股份,136.0,19.02,19.23,109.35,63.54,0.53
600079,人福医药,614.52,99.52,97.66,102.66,430.53,7.47
600080,金花股份,225.15,25.95,25.15,91.02,135.17,0.9400000000000001
600081,东风科技,2.85,123.96,151.17,-150.52,104.45,4.5
600082,海泰发展,-2423.2,-12.87,-7.92,-2443.95,-45.27,-0.36
600083,博信股份,5952.98,154.65,118.68,4461.55,9904.94,0.38
600084,中葡股份,-795.28,-30.88,-43.54,-688.03,117.54,-0.65
600085,同仁堂,149.1,120.45,125.01,-46.56,128.1,6.59
600086,东方金钰,748.51,112.59,133.82,-136.86,186.91,2.79
600088,中视传媒,1789.28,30.88,20.38,1987.67,74.18,0.9500000000000001
600089,特变电工,132.92,88.4,91.55,-59.61,25.47,6.15
600090,同济堂,414.21,79.32,82.79,12565.86,175.64,2.56
600091,ST明科,71.72,-89.93,-187.51,-120.4,1670.2,-0.52
600093,易见股份,2922.56,103.17,95.74,171.74,8979.8,5.04
600094,大名城,1369.29,75.22,76.59,804.01,838.28,2.7199999999999998
600095,哈高科,-1230.07,-4.21,-3.23,-1200.92,-251.66,-0.08
600096,云天化,-10287.32,-100.87,-188.9,-8978.97,182.59,-4.53
600097,开创国际,5329.47,-148.44,-146.04,-7626.84,1736.46,-4.98
600099,林海股份,-222.35,3.98,4.98,-256.14,173.18,0.1
600101,明星电力,10.8,48.17,50.9,-54.62,115.17,2.93
600103,青山纸业,-282.67,-6.75,-14.75,-2357.53,202.86,0.08
600104,上汽集团,123.68,151.58,158.17,-57.8,145.1,25.68
600105,永鼎股份,65.92,78.17,84.1,-18.46,136.84,2.46
600106,重庆路桥,61.26,75.03,79.0,-67.61,-123.66,2.61
600107,美尔雅,-357.13,-7.25,-10.15,-354.35,-49.85,-0.11
600108,亚盛集团,-206.7,18.54,25.26,-209.87,20.51,0.44
600109,国金证券,465.93,88.82,102.02,-96.33,384.71,4.46
600110,诺德股份,2042.65,8.9,-22.92,1759.95,189.08,0.32
600111,北方稀土,2282.73,32.38,37.01,2185.15,547.68,0.77
600112,天成控股,-154.76,-11.04,-6.33,-210.87,138.94,-0.24
600113,浙江东日,162.78,125.73,95.42,2774.77,-182.57,2.35
600114,东睦股份,537.39,102.31,97.65,73.56,215.92,4.64
600115,东方航空,24778.26,150.51,142.42,20754.84,84.77,4.53
600116,三峡水利,1386.58,94.95,98.54,602.75,15.68,3.42
600117,西宁特钢,-4424.89,-242.05,-236.76,-7453.4,111.41,-5.1
600118,中国卫星,136.82,130.2,132.32,-51.3,356.0,5.28
600120,浙江东方,152.12,94.35,109.51,-156.97,21.57,10.56
600121,郑州煤电,418.81,8.57,-25.29,170.85,-386.33,-0.03
600122,宏图高科,349.56,41.77,47.26,95.18,15.5,2.94
600123,兰花科创,-35964.92,31.77,4.8,-19688.39,326.27,2.61
600125,铁龙物流,197.94,60.41,58.43,119.77,615.79,2.33
600126,杭钢股份,-20498.37,-7.48,-37.62,-24127.36,-47.94,1.15
600127,金健米业,-4386.55,-34.31,-33.69,-4577.95,259.62,-0.45
600128,弘业股份,-5229.63,6.87,22.99,-5213.38,49.31,0.44
600129,太极集团,7475.52,361.09,319.6,5698.49,133.07,10.95
600130,波导股份,-1169.31,1.79,28.83,-1211.1,89.23,0.02
600131,岷江水电,1493.85,127.66,155.02,1152.02,144.07,2.5
600132,重庆啤酒,608.61,190.09,130.05,690.77,47.32,4.74
600133,东湖高新,12888.24,166.93,159.07,9069.54,156.53,5.91
600135,乐凯胶片,1517.65,30.35,31.06,766.53,330.85,1.3
600136,当代明诚,91164.43,44.8,27.23,35628.07,2698.52,2.14
600137,浪莎股份,667.91,22.33,13.63,653.25,57.44,1.08
600138,中青旅,246.58,91.32,88.6,81.45,46.29,6.5
600139,西部资源,-14997.58,-196.26,-97.25,-21185.52,406.51,-2.41
600141,兴发集团,832.43,28.49,40.97,441.9,180.52,2.83
600143,金发科技,164.19,73.03,73.65,80.95,204.86,2.5
600145,*ST新亿,2475.14,7.96,0.74,1247.27,2457.53,0.07
600146,商赢环球,1703.96,-79.02,-104.37,842.1,74933.52,0.21
600148,长春一东,8088.99,42.84,49.76,7074.86,179.05,1.18
600149,ST坊展,-3614.39,-68.29,-58.37,-4325.13,1240.82,-0.39
600150,*ST船舶,-3061.27,-29.15,-15.46,-3429.47,-209.93,-3.25
600151,航天机电,501.69,-12.61,6.0,47.85,373.99,-0.58
600152,维科技术,156.54,-1.74,-68.52,-97.23,-388.07,0.16
600153,建发股份,113.31,99.52,107.8,-84.65,358.03,7.23
600155,华创阳安,4679.87,108.11,-2350.22,723.24,-98.36,1.1400000000000001
600156,华升股份,-3112.86,-45.58,-34.22,-3196.84,59.66,-0.77
600157,永泰能源,476.97,24.89,31.04,111.61,645.66,0.47000000000000003
600158,中体产业,-28.64,24.6,33.2,-64.36,109.9,0.46
600159,大龙地产,129.14,11.06,24.17,147.94,413.61,0.30000000000000004
600160,巨化股份,1351.18,58.93,27.32,250.0,224.15,2.7
600161,天坛生物,18992.23,169.53,143.07,18246.89,40.51,7.11
600162,香江控股,-73.2,98.47,122.52,-383.6,-14.65,2.13
600163,中闽能源,2741.9,-164.96,-469.43,1296.42,-225.47,0.61
600165,新日恒力,-930.93,-42.84,-51.65,-1057.35,517.05,-0.8
600166,福田汽车,-3340.89,-4.74,20.61,-3520.12,93.07,0.04
600167,联美控股,418.24,212.6,224.19,-12.83,225.07,9.73
600170,上海建工,177.25,92.07,97.68,-62.03,121.6,2.61
600171,上海贝岭,1911.9,44.62,32.78,1667.3,209.26,1.3
600172,黄河旋风,-88.95,53.74,66.12,-230.12,240.69,2.34
600173,卧龙地产,1059.97,91.64,70.67,845.41,584.68,2.29
600175,美都能源,1081.34,10.32,20.84,26.71,187.87,0.29
600176,中国巨石,1679.05,166.16,142.55,1009.85,244.08,7.43
600177,雅戈尔,21.32,167.64,202.3,-210.96,-236.7,13.73
600178,东安动力,1473.12,30.83,22.39,1396.03,484.2,1.22
600179,安通控股,207.47,66.63,65.81,23.94,358.07,1.5899999999999999
600180,瑞茂通,336.75,110.77,130.53,-87.18,986.89,4.67
600182,S佳通,-306.1,228.38,284.46,-210.82,-73.42,6.96
600183,生益科技,365.69,142.01,126.97,214.14,200.35,4.73
600184,光电股份,941.25,15.92,20.16,791.64,333.61,0.55
600185,格力地产,2177.32,176.03,179.13,1506.9,4872.43,8.94
600187,国中水务,-271.78,-1.12,9.63,-318.39,-94.96,-0.02
600188,兖州煤业,1782.9,73.9,52.23,1399.11,639.24,7.15
600189,吉林森工,-2859.7,0.02,-4.21,-1749.16,-120.66,-0.22
600190,锦州港,403.17,18.54,22.15,375.19,444.15,0.55
600191,华资实业,907.14,21.32,33.85,563.43,2869.83,0.89
600192,长城电工,-545.57,14.53,25.51,-563.31,-77.58,0.63
600193,*ST创兴,-16226.1,-164.16,-223.16,-31391.84,4516.15,-0.76
600195,中牧股份,159.68,90.87,91.55,13.14,104.9,6.96
600196,复星医药,182.17,124.16,126.13,-5.65,306.05,10.77
600197,伊力特,118.9,151.72,157.79,-32.14,93.4,6.7
600198,*ST大唐,-6934.86,-151.64,-57.37,-8663.96,73.86,-5.35
600199,金种子酒,-584.76,11.25,20.55,-592.52,-218.63,0.44
600200,江苏吴中,1579.03,32.94,29.21,400.13,22.71,1.08
600201,生物股份,329.85,223.67,248.69,-166.06,240.74,11.19
600202,*ST哈空,-5846.53,-71.37,-56.3,-6165.23,-139.96,-1.3900000000000001
600203,福日电子,932.13,23.1,47.48,233.77,624.52,1.0
600206,有研新材,834.83,14.79,7.22,799.08,295.71,0.5
600207,安彩高科,-4564.54,-11.74,-47.51,-2427.81,65.41,-0.16
600208,新湖中宝,1400.65,72.7,63.53,802.83,363.34,2.22
600209,*ST罗顿,-3482.34,-47.97,-30.75,-3616.28,50.8,-0.71
600210,紫江企业,1347.17,94.17,78.59,1088.03,11.65,2.76
600211,西藏药业,1375.57,173.47,158.72,619.15,53.27,9.34
600212,江泉实业,-6786.67,-69.27,-69.94,-8154.31,-324.24,-1.26
600213,亚星客车,539.05,-11.2,-184.51,-268.9,230.44,0.7000000000000001
600215,长春经开,1704.01,4.58,-7.99,1681.76,188.26,0.26
600216,浙江医药,2773.01,49.76,38.78,2549.46,156.05,3.73
600217,中再资环,16898.28,86.57,96.42,11911.03,238.77,0.86
600218,全柴动力,261.47,46.05,49.2,-69.81,80.44,2.25
600219,南山铝业,72.35,34.24,32.43,341.72,143.65,1.71
600220,江苏阳光,-448.35,51.22,49.57,-490.51,-2.64,0.54
600221,海航控股,657.04,69.57,77.63,341.96,283.55,2.01
600222,太龙药业,-101.42,2.38,7.16,-155.29,13.34,0.03
600223,鲁商置业,-73.35,41.18,50.81,-152.7,210.61,0.9
600225,天津松江,-5187.94,-152.98,-209.93,-2272.28,681.68,-3.1
600226,瀚叶股份,593.27,111.63,112.52,260.1,-57.29,2.03
600227,圣济堂,20628.0,-116.24,-282.6,16348.28,13.44,-2.96
600230,沧州大化,8563.14,378.0,154.05,3478.74,536.4,30.3
600232,金鹰股份,119.76,19.73,18.56,123.81,34.27,0.63
600235,民丰特纸,-2496.38,-5.72,-13.61,-2754.83,74.95,-0.25
600236,桂冠电力,1706.0,191.55,182.71,1310.9,3.73,4.05
600237,铜峰电子,-2614.05,-18.34,-30.21,-2636.8,114.44,-0.45
600238,*ST椰岛,-15007.05,-88.25,-7.17,-16812.38,278.54,-1.49
600239,云南城投,-2467.66,-24.05,-13.74,-514.12,3094.46,-1.27
600240,华业资本,850.75,160.19,161.49,488.33,1406.15,5.93
600241,时代万恒,-2581.58,-52.14,-83.32,-1169.49,81.77,-1.3
600242,中昌数据,7921.68,99.84,186.0,736.44,4381.68,3.36
600246,万通地产,3216.38,19.1,9.74,2179.02,789.16,0.64
600247,*ST成城,-1203.88,-568.9,-434.58,-1879.57,13353.04,-1.12
600248,延长化建,-144.27,57.45,76.93,-255.29,-70.89,1.9300000000000002
600249,两面针,-1068.51,-43.45,-47.08,-945.52,54.68,-1.71
600250,南纺股份,471.23,-121.61,-203.4,300.77,-273.55,-1.46
600251,冠农股份,2425.93,57.06,77.08,2322.34,293.58,1.49
600252,中恒集团,-127.85,106.19,151.88,-250.53,50.07,2.18
600255,梦舟股份,-327.76,3.25,1.35,-277.42,4.7,0.1
600256,广汇能源,2594.1,44.41,71.17,2145.19,469.16,1.0
600257,大湖股份,521.91,10.91,12.97,325.45,163.38,0.25
600258,首旅酒店,2703.99,84.87,86.97,203.36,1395.78,5.66
600259,广晟有色,-6925.9,-120.45,-106.15,-8781.61,374.38,-3.06
600260,凯乐科技,1753.43,111.75,73.28,1024.78,1303.85,6.14
600261,阳光照明,110.0,119.37,119.26,-1.32,244.33,2.54
600262,北方股份,1175.98,3.09,5.9,1035.99,148.67,0.15
600265,ST景谷,-16.44,-330.98,-159.7,-884.52,-8.24,-0.29
600266,北京城建,1.04,47.84,59.92,-229.53,98.38,5.62
600267,海正药业,-469.46,1.3599999999999999,15.79,-489.28,46.95,0.1
600268,国电南自,376.57,-53.37,-83.23,354.82,42.91,-1.6
600269,赣粤高速,230.8,67.8,66.06,129.29,96.27,3.95
600270,外运发展,421.5,127.83,112.67,238.04,208.96,10.59
600271,航天信息,-28.15,146.9,164.88,-204.89,226.54,9.0
600272,开开实业,31.57,50.49,72.57,-39.62,10.38,1.0
600273,嘉化能源,301.31,178.12,184.41,853.51,244.34,5.5
600275,ST昌鱼,-901.1,-148.4,-141.02,-1155.05,278.54,-0.49
600276,恒瑞医药,427.78,239.12,235.33,23.85,363.1,11.25
600277,亿利洁能,406.56,23.92,25.03,14453.47,228.95,1.25
600278,东方创业,185.42,42.35,43.52,17.61,81.01,2.65
600279,重庆港九,543.32,37.23,28.39,414.94,1287.18,1.98
600280,中央商场,69.9,103.58,170.0,-52.16,79.85,1.7000000000000002
600281,太化股份,-4414.02,-85.77,-71.27,-4750.31,-404.4,-0.9400000000000001
600282,南钢股份,6912.77,110.91,29.44,5562.65,244.04,2.69
600283,钱江水利,1707.27,19.13,9.62,1255.06,129.87,0.98
600284,浦东建设,41.16,54.11,55.07,0.74,-56.34,3.88
600285,羚锐制药,813.65,110.43,99.85,313.65,419.44,3.92
600287,江苏舜天,159.55,43.93,46.03,-13.51,-1.88,1.54
600288,大恒科技,1270.2,6.21,1.87,1227.59,19.9,0.21
600289,*ST信通,-5623.19,-297.58,19.98,-24365.45,32.13,-4.94
600290,华仪电气,-88.81,19.9,32.61,-160.52,-40.64,0.85
600291,西水股份,55459.53,120.78,115.96,46307.18,382.1,12.23
600292,远达环保,-208.54,35.52,52.19,-396.29,-26.0,2.37
600293,三峡新材,12514.49,48.42,24.91,2678.81,3619.06,1.74
600295,鄂尔多斯,307.98,45.46,40.81,260.69,181.0,3.3
600297,广汇汽车,424.38,113.25,88.94,1530.8,258.06,4.48
600298,安琪酵母,977.26,159.98,113.51,775.04,264.75,8.09
600299,安迪苏,9064.22,-47.38,-745.18,145.64,-466.8,5.82
600300,维维股份,313.01,49.38,52.6,160.8,75.24,0.72
600301,ST南化,2250.29,-6.39,-26.1,2171.5,708.17,-0.06
600302,标准股份,-9076.32,-11.78,-24.09,-9253.7,-25.04,-0.39
600305,恒顺醋业,1885.34,138.95,121.79,737.82,118.26,4.78
600306,商业城,-410.0,-97.22,1115.13,-460.89,-12.74,-0.65
600307,酒钢宏兴,-20634.97,-53.31,-81.11,-26506.65,-243.17,-1.4
600308,华泰股份,1639.6,49.17,26.47,1517.29,212.98,2.9
600309,万华化学,1243.48,277.43,222.14,527.03,490.54,20.1
600310,桂东电力,4673.0,48.27,53.37,945.47,983.33,2.66
600311,荣华实业,-7449.62,-30.9,-21.28,-7727.5,1373.42,-0.39
600312,平高电气,218.1,82.54,107.2,-25.83,193.26,4.76
600313,农发种业,-1458.73,-12.88,18.56,-1814.64,271.18,-0.04
600315,上海家化,101.95,142.91,187.49,-73.05,78.07,10.35
600316,洪都航空,-19585.62,-3.79,1.3599999999999999,-17183.72,-168.22,-0.30000000000000004
600317,营口港,72.55,49.11,49.74,27.43,39.01,0.78
600318,新力金融,5613.75,30.5,84.19,5730.41,-477.39,1.82
600319,亚星化学,5417.87,132.17,93.73,1117.72,53.7,-0.22
600320,振华重工,445.64,12.95,10.51,439.06,-35.1,0.47000000000000003
600321,*ST正源,-522.1,-9.65,-11.02,-1197.2,591.79,-0.17
600322,天房发展,-7799.79,8.75,3.47,-7888.78,344.28,0.34
600323,瀚蓝环境,551.21,113.66,102.17,250.09,313.52,7.17
600325,华发股份,3738.23,89.52,62.35,3616.85,886.33,6.63
600326,西藏天路,7762.81,107.98,81.18,6920.29,809.84,3.26
600327,大东方,270.11,101.71,105.21,-23.4,20.53,4.3
600328,兰太实业,1247.2,54.78,26.23,658.83,162.52,2.7199999999999998
600329,中新药业,180.98,107.23,112.91,-44.75,-24.17,5.45
600330,天通股份,1977.35,41.4,28.38,872.56,323.56,1.69
600331,宏达股份,5784.23,10.97,-41.92,1423.36,187.59,0.28
600332,白云山,576.26,142.68,139.87,131.78,194.07,12.94
600333,长春燃气,-1710.28,-19.03,-8.6,-1307.47,-16.66,-0.6900000000000001
600335,国机汽车,18.99,103.02,127.09,-209.88,-270.62,7.5600000000000005
600336,澳柯玛,-13.65,51.54,68.93,-207.33,105.9,0.9
600337,美克家居,320.19,83.67,78.96,99.46,270.68,3.07
600338,西藏珠峰,496.53,326.98,302.85,151.31,153.51,7.42
600339,中油工程,-1015.62,-297.64,-266.67,-3154.64,-83.1,-2.15
600340,华夏幸福,514.61,305.43,339.35,-102.7,472.29,23.3
600343,航天动力,-246.39,10.18,13.32,-261.84,104.32,0.37
600345,长江通信,1622.19,94.4,62.4,1358.81,-500.61,6.82
600346,恒力股份,1483.54,37.11,-75.62,376.53,232.46,2.7
600348,阳泉煤业,5849.53,52.02,35.74,5596.61,239.38,3.43
600350,山东高速,226.48,106.0,103.64,82.64,-27.21,5.37
600351,亚宝药业,996.95,76.74,80.74,841.89,182.41,2.4
600352,浙江龙盛,293.68,166.24,185.4,62.69,62.06,7.96
600353,旭光股份,68.99,38.89,45.89,23.09,447.38,0.8
600354,敦煌种业,-406.48,-96.12,-147.67,-398.22,-196.67,-1.0
600355,精伦电子,-4956.29,-61.09,-50.34,-4685.61,17.68,-0.64
600356,恒丰纸业,96.5,38.78,39.9,-30.89,44.78,2.5700000000000003
600358,国旅联合,-1499.79,-36.98,-101.86,-811.56,697.4,-0.31
600359,新农开发,-1031.78,-28.02,-28.57,-1666.68,369.23,-0.55
600360,华微电子,483.44,27.19,20.42,435.07,130.65,0.77
600361,华联综超,1538.7,5.63,8.46,1417.13,-39.23,0.23
600362,江西铜业,328.52,29.6,32.72,288.09,61.7,4.05
600363,联创光电,308.71,82.49,77.04,177.36,258.26,3.8
600365,通葡股份,1599.17,5.59,4.12,1338.29,1555.48,0.13
600366,宁波韵升,763.09,126.89,135.25,416.17,115.41,9.31
600367,红星发展,815.32,26.55,4.09,775.33,150.65,1.03
600368,五洲交通,595.51,78.54,60.03,541.45,-45.5,2.7800000000000002
600369,西南证券,1527.38,89.24,102.67,1112.71,429.18,3.52
600370,三房巷,342.79,34.29,29.48,309.19,21.14,0.72
600371,万向德农,1782.16,76.69,41.92,1619.05,-147.3,1.48
600372,中航电子,-399.57,50.44,63.08,-458.6,1.99,1.7000000000000002
600373,中文传媒,264.66,106.77,109.75,-33.77,31.87,8.14
600375,华菱星马,-634.56,-58.08,-66.41,-917.32,184.98,-3.25
600376,首开股份,521.16,79.19,85.26,564.29,322.52,5.89
600377,宁沪高速,271.94,126.45,115.15,131.41,70.56,5.6
600378,天科股份,336.41,46.7,56.32,281.29,-54.39,1.18
600379,宝光股份,179.44,73.38,70.13,78.03,143.57,1.44
600380,健康元,978.69,147.91,120.39,571.19,197.4,5.46
600381,青海春天,124.45,93.95,302.43,-181.19,-417.08,2.7199999999999998
600382,广东明珠,385.36,60.83,163.83,-112.05,1245.65,5.51
600383,金地集团,1448.25,90.7,67.73,1198.39,291.49,7.46
600385,山东金泰,-1516.07,-33.53,214.65,-1614.18,-546.69,-0.14
600386,北巴传媒,-247.9,60.26,75.64,-286.6,162.02,2.2
600387,海越能源,7947.94,28.92,11.85,-5143.69,1014.24,1.3900000000000001
600388,龙净环保,803.88,381.24,370.98,199.74,488.97,14.04
600391,航发科技,-12260.15,9.85,19.64,-11996.46,18.84,0.52
600392,盛和资源,2137.61,32.35,33.47,193.42,1967.62,1.08
600393,粤泰股份,9086.7,115.52,80.01,5761.61,3809.13,3.09
600395,盘江股份,578305.0999999999,62.47,40.54,723876.15,185.12,2.44
600396,金山股份,-5094.19,-25.1,79.56,-5884.65,-14.88,-0.32
600397,*ST安煤,-25119.17,-172.97,-126.55,-27839.0,-247.74,-4.0
600398,海澜之家,213.23,331.15,358.37,-118.56,256.75,6.8
600399,*ST抚钢,2129.4,43.4,19.37,2021.81,-21.21,0.91
600400,红豆股份,2022.16,71.22,58.68,774.68,96.54,1.62
600401,*ST海润,-12238.64,-823.86,-218.68,-16619.66,-718.98,-2.88
600403,大有能源,-2680.22,-44.07,-66.3,-3145.54,186.65,-1.73
600405,动力源,-518.45,-14.27,8.02,-401.06,21.46,-0.35000000000000003
600406,国电南瑞,1295.91,98.36,104.08,1117.03,158.95,3.85
600408,*ST安泰,5288.87,-99.57,-243.95,4623.28,674.5,-1.6
600409,三友化工,1226.66,133.07,99.46,891.48,224.77,5.53
600410,华胜天成,1107.04,24.95,30.59,290.25,36.15,1.0
600415,小商品城,929.45,111.63,81.9,751.6,611.6,2.16
600416,湘电股份,-4492.07,-35.37,-18.17,-47373.95,46.87,-0.34
600418,江淮汽车,-68.55,70.6,88.58,-334.9,91.74,4.37
600419,天润乳业,1331.88,116.9,97.14,392.57,699.52,6.94
600420,现代制药,149.62,113.54,129.77,-132.13,95.11,6.19
600421,ST仰帆,-364.42,-204.4,101.02,-1078.4,-80.94,-0.04
600422,昆药集团,150.71,117.73,132.15,-128.21,196.19,6.15
600423,*ST柳化,-8228.28,-1153.42,-1017.49,-20607.68,-109.15,-3.8
600425,青松建化,8256.22,-47.01,-67.8,-5089.0,-95.02,-1.6099999999999999
600426,华鲁恒升,718.45,147.03,117.65,434.97,176.07,9.32
600428,中远海特,8508.46,25.57,26.81,8124.75,-6.42,1.05
600429,三元股份,803.17,22.87,34.15,2355.15,105.25,0.77
600432,退市吉恩,-24539.88,-237.55,-96.69,-10062.55,166.52,-5.75
600433,冠豪高新,376.55,25.09,35.23,225.42,394.48,0.5
600435,北方导航,212.51,8.97,8.47,71.4,-40.68,0.16
600436,片仔癀,433.16,175.45,153.17,210.98,544.2,12.01
600438,通威股份,737.42,122.24,115.66,1511.33,161.09,3.55
600444,国机通用,1700.2,68.05,28.02,1318.46,-43.67,1.9300000000000002
600446,金证股份,492.43,99.25,120.85,75.12,356.72,1.75
600448,华纺股份,-104.01,16.19,21.22,-250.12,153.41,0.31
600449,宁夏建材,1252.71,22.54,20.58,1207.98,55.13,2.13
600452,涪陵电力,1403.97,248.42,232.63,713.74,287.57,11.84
600455,博通股份,77.17,-0.61,-1.23,-19.03,-40.42,-0.01
600456,宝钛股份,-11344.83,-15.56,-19.26,-11132.13,141.69,-1.24
