证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
002014,永新股份,108.85,113.31,108.5,63.35,128.7,5.14
002015,霞客环保,402.61,2.01,-20.15,403.56,129.73,0.01
002016,世荣兆业,9911.81,144.23,45.77,7280.2,1931.04,3.88
002017,东信和平,3.26,54.07,59.66,-88.94,-33.09,1.35
002018,*ST华信,863.17,0.61,63.01,1717.4,416.95,0.17
002019,亿帆医药,1058.29,180.93,215.08,-8.52,574.2,7.71
002020,京新药业,570.54,102.16,105.1,-45.03,363.95,4.63
002022,科华生物,-75.58,123.78,158.9,-264.65,184.1,4.25
002023,海特高新,-30.17,20.09,38.97,-242.75,-21.18,0.79
002025,航天电器,205.99,116.13,111.31,53.42,173.29,5.77
002027,分众传媒,110.46,480.8,342.44,89862.4,286.14,10.93
002029,七 匹 狼,-12.75,46.1,49.04,-74.78,133.78,3.14
002030,达安基因,-116.4,148.52,207.64,-676.02,430.92,2.74
002032,苏 泊 尔,339.74,216.46,198.11,139.9,243.81,14.29
002033,丽江旅游,132.49,94.62,96.8,-16.24,-8.65,4.4
002034,旺能环境,6910.46,42.68,19.09,4177.75,-199.5,3.61
002036,联创电子,2743.33,125.66,102.55,2500.78,867.79,3.48
002038,双鹭药业,38.72,137.77,163.2,-143.42,251.1,7.74
002039,黔源电力,1436.84,110.43,103.55,1203.77,436.37,7.83
002041,登海种业,-348.56,90.79,127.42,-473.39,-219.55,2.43
002042,华孚时尚,687.5,115.29,99.95,337.46,302.22,5.69
002044,美年健康,2353.16,47.03,57.83,-345.65,730.56,0.87
002045,国光电器,1089.58,31.78,38.94,997.72,373.57,1.02
002046,轴研科技,-1395.12,-21.87,-22.02,-883.12,98.59,-0.89
002047,宝鹰股份,215.58,112.14,131.09,-191.22,153.63,2.43
002048,宁波华翔,460.6,96.26,107.23,224.99,232.17,9.36
002050,三花智控,274.11,151.94,145.85,61.52,136.07,4.45
002052,同洲电子,-6310.41,-69.59,-134.17,-5062.69,-161.05,-1.18
002054,德美化工,543.63,77.84,87.21,422.16,243.19,3.41
002055,得润电子,774.54,114.8,124.56,337.88,1203.58,4.6
002058,威 尔 泰,-2586.63,-24.18,-21.29,-2465.36,-16.96,-0.31
002059,云南旅游,-3265.71,24.7,28.41,-13819.03,354.97,0.53
002061,浙江交科,4290.15,54.95,-34.33,2095.42,386.9,2.63
002062,宏润建设,175.1,86.25,82.85,60.28,56.85,2.23
002063,远光软件,-59.74,72.57,81.12,-127.91,149.4,2.18
002064,华峰氨纶,15.24,41.52,56.79,-124.47,295.5,0.99
002065,东华软件,141.22,94.76,116.53,-93.52,189.22,4.35
002066,瑞泰科技,-1240.31,12.16,9.63,-1317.78,287.41,0.14
002067,景兴纸业,14158.73,88.6,54.75,13327.63,325.11,2.81
002068,黑猫股份,8185.93,75.6,44.37,6994.41,159.35,2.91
002069,獐子岛,308.34,-103.9,-69.35,-365.26,50.3,-1.02
002070,*ST众和,-2360.23,-82.04,-15.25,-3443.36,-95.47,-0.75
002072,凯瑞德,-3764.92,-199.71,-131.54,-5405.25,1450.32,-1.3900000000000001
002073,软控股份,-56.1,3.16,11.56,-91.35,74.59,0.15
002074,国轩高科,1167.67,203.45,189.47,835.33,1336.22,8.24
002075,沙钢股份,3894.25,134.62,59.65,3063.58,248.7,2.1
002076,雪 莱 特,78.64,28.3,39.7,-458.08,301.57,0.74
002078,太阳纸业,949.65,141.64,107.13,544.1,305.29,4.72
002079,苏州固锝,1663.8,47.32,40.33,1473.37,388.77,0.93
002080,中材科技,2666.5,163.04,138.18,1975.92,543.38,13.54
002082,万邦德,-119.48,48.32,55.94,-174.66,134.01,2.74
002084,海鸥住工,857.3,51.36,48.58,440.55,108.96,1.3
002085,万丰奥威,333.53,179.43,195.17,-110.4,122.19,5.5
002086,ST东海洋,446.53,33.0,31.56,160.1,125.84,1.67
002087,新野纺织,787.29,71.25,55.53,474.97,268.83,2.63
002088,鲁阳节能,1025.55,66.7,43.22,869.05,148.39,3.85
002089,新 海 宜,-423.13,36.95,58.08,-567.78,98.98,0.87
002090,金智科技,452.05,115.06,122.64,159.32,267.08,5.07
002091,江苏国泰,549.4,129.98,134.1,8.47,241.13,5.39
002092,中泰化学,9419.39,84.71,59.34,19468.99,727.37,6.26
002094,青岛金王,1452.81,134.77,122.43,458.23,874.26,5.41
002095,生 意 宝,271.56,76.2,92.4,-130.42,848.04,1.92
002096,南岭民爆,-589.84,20.03,39.44,-600.25,187.67,1.12
002097,山河智能,2111.84,38.54,17.45,1728.38,554.46,1.45
002098,浔兴股份,362.59,81.42,94.9,-37.58,403.03,2.37
002101,广东鸿图,510.28,77.14,81.06,-64.84,469.47,6.65
002102,ST冠福,11777.41,57.37,35.15,18102.61,3132.19,1.31
002103,广博股份,2226.41,51.96,42.82,1221.37,456.35,1.92
002104,恒宝股份,-49.71,116.2,151.19,-248.21,118.02,2.49
002106,莱宝高科,-4967.28,3.08,-3.99,-5459.36,257.86,0.1
002107,沃华医药,1530.67,115.23,98.94,1520.57,253.75,1.8
002108,沧州明珠,738.99,156.49,154.27,272.44,224.35,4.59
002109,兴化股份,1858.08,-15.49,-55.88,1208.31,-26.04,-0.17
002110,三钢闽光,-4307.67,122.0,10.9,-7290.85,210.37,10.12
002111,威海广泰,334.99,72.72,76.41,-19.57,293.62,4.29
002112,三变科技,-3931.94,-49.98,5.67,-4300.26,-143.42,-1.01
002114,罗平锌电,-887.31,-6.33,3.64,-996.47,440.73,-0.30000000000000004
002115,三维通信,1499.8,19.35,-5.25,695.58,738.47,0.64
002116,中国海诚,59.22,147.33,173.33,-149.98,-99.28,4.04
002117,东港股份,192.01,134.6,126.77,101.34,137.4,5.34
002118,紫鑫药业,2996.86,44.96,16.29,2090.04,470.71,1.47
002119,康强电子,-4964.51,33.32,8.93,-4899.15,88.22,1.04
002120,韵达股份,454.96,215.1,176.77,882.65,376.34,8.3
002121,科陆电子,781.26,64.47,71.02,177.97,473.73,2.0
002122,*ST天马,-1479.01,-3.44,2.76,-1447.42,-20.03,-0.13
002124,天邦股份,2423.17,135.22,131.32,118.41,193.1,3.35
002125,湘潭电化,4123.76,27.82,-34.47,3671.03,132.05,0.89
002126,银轮股份,401.95,104.38,105.15,-4.91,327.9,4.16
002127,南极电商,1569.7,166.17,42.5,3212.94,1583.36,1.9500000000000002
002128,露天煤业,771.13,117.05,88.31,600.55,162.42,7.1
002129,中环股份,851.31,37.65,33.99,199.11,429.63,1.49
002130,沃尔核材,1638.54,124.35,132.25,845.91,273.85,3.32
002131,利欧股份,398.81,77.97,99.84,-363.42,819.64,2.31
002132,恒星科技,471.71,29.98,39.02,-17.0,259.94,0.59
002133,广宇集团,12328.4,53.06,28.99,11464.36,1264.41,2.04
002134,天津普林,-1678.14,-63.7,-55.65,-1783.63,-61.31,-1.3
002135,东南网架,544.0,32.95,31.24,200.87,335.7,1.0
002136,安 纳 达,-1534.45,60.4,4.78,-2626.75,245.11,1.72
002137,麦达数字,23556.29,56.09,46.33,7962.36,481.42,1.46
002139,拓邦股份,737.95,92.22,91.21,67.78,525.15,2.8200000000000003
002140,东华科技,-267.66,49.61,72.97,-321.49,145.47,2.19
002141,贤丰控股,1061.58,5.61,5.01,-129.09,63.45,0.07
002142,宁波银行,262.41,180.96,178.29,15.27,267.56,17.88
002143,印纪传媒,114.79,229.92,256.52,3368.37,-193.99,3.13
002144,宏达高科,470.32,66.0,68.52,447.73,49.02,6.4
002145,中核钛白,3162.67,65.57,38.89,2780.93,339.71,0.97
002147,ST新光,-1734.76,54.09,35.5,5277.33,258.58,2.2800000000000002
002149,西部材料,-57085.51,-21.4,-27.5,-45029.34,69.59,-1.06
002151,北斗星通,387.49,8.11,4.85,106.05,665.82,0.76
002152,广电运通,80.29,111.75,137.29,-264.44,262.18,4.8
002153,石基信息,88.14,87.7,118.98,-304.74,106.95,5.03
002154,报 喜 鸟,70.62,-2.4,5.05,-14.83,115.63,0.01
002155,湖南黄金,2047.26,35.17,30.02,1579.3,399.28,1.24
002156,通富微电,245.46,38.22,42.24,-96.82,659.77,1.65
002157,正邦科技,24007.78,116.67,78.49,6190.37,140.5,3.48
002159,三特索道,1829.86,4.39,-40.21,1652.77,219.92,0.44
002160,常铝股份,1578.94,-36.58,41.61,-1992.73,274.62,1.46
002162,悦心健康,980.27,5.91,1.6600000000000001,1032.3,51.89,0.03
002163,中航三鑫,-3522.03,-78.15,-79.86,-3636.01,58.07,-0.8300000000000001
002165,红 宝 丽,-307.03,63.28,83.68,-435.2,74.02,1.35
002166,莱茵生物,1434.74,103.39,102.75,385.58,236.66,2.31
002167,东方锆业,-13312.42,-28.1,-36.16,-14481.37,6.72,-0.58
002168,惠程科技,7603.17,59.02,14.48,7355.69,2300.51,1.1400000000000001
002170,芭田股份,-1378.27,34.1,73.27,-1484.38,-62.98,0.68
002171,楚江新材,1504.18,82.73,65.09,667.81,219.03,3.0
002172,澳洋健康,3250.07,123.97,68.43,943.16,105.09,1.96
002173,创新医疗,355.26,1.92,-7.46,-877.74,1597.66,1.42
002174,游族网络,411.24,250.57,342.92,167.28,740.1,9.53
002175,东方网络,-309.31,-15.02,35.08,-458.55,352.62,0.12
002176,江特电机,1875.71,56.71,41.68,929.74,1096.82,1.48
002178,延华智能,56.01,35.4,51.01,-142.52,182.92,0.48
002179,中航光电,586.11,166.95,150.95,275.1,364.01,9.73
002180,纳思达,167.22,-0.45,7.29,1551.43,2650.27,1.6400000000000001
002181,粤 传 媒,-1414.16,0.08,-9.83,-1413.04,-221.09,0.01
002183,怡 亚 通,361.8,100.61,102.34,-0.89,495.47,3.13
002184,海得控制,-2577.22,16.05,38.48,-2657.87,74.34,0.47000000000000003
002185,华天科技,224.45,87.39,102.63,-155.37,409.42,3.04
002186,全 聚 德,53.89,95.12,104.17,-108.03,-0.64,4.39
002188,*ST巴士,-905.44,-182.79,-11.24,-3956.54,1548.56,-6.29
002189,利达光电,1998.03,34.96,22.31,1960.61,149.36,0.9500000000000001
002191,劲嘉股份,153.8,274.62,313.7,-376.4,238.4,9.5
002193,如意集团,2072.27,22.55,19.05,1667.95,58.34,1.6
002194,*ST凡谷,-7414.5,-81.13,-24.85,-7951.79,-127.1,-2.52
002195,二三四五,2572.48,102.06,89.98,208.61,1079.49,2.99
002196,方正电机,2240.6,38.63,31.42,863.5,378.38,2.48
002197,证通电子,166.55,22.86,30.6,-95.54,312.78,0.8
002198,嘉应制药,-715.72,11.1,51.88,-716.58,-64.5,0.22
002199,东晶电子,-1385.54,-116.66,-156.17,-1555.74,-108.88,-2.55
002200,云投生态,-2613.52,-196.92,3.8200000000000003,-5758.67,-132.74,-4.82
002202,金风科技,879.76,132.33,123.06,614.88,384.53,7.9
002203,海亮股份,299.34,126.0,123.59,62.69,561.06,3.34
002204,大连重工,-3758.27,-0.30000000000000004,4.65,-3761.99,-107.95,0.02
002205,国统股份,-1111.35,-21.13,-7.06,-1486.82,266.89,-1.06
002206,海 利 得,361.3,105.15,95.5,196.02,187.51,3.95
002207,ST准油,-2998.69,-54.83,-60.61,-2797.17,-172.69,-1.51
002208,合肥城建,3701.78,57.19,50.31,3318.71,618.59,3.0
002209,达 意 隆,-809.87,-9.48,-7.76,-807.7,52.43,-0.31
002211,宏达新材,-1207.64,-2.13,-4.92,-1278.89,209.11,-0.03
002212,南洋股份,378.53,22.39,24.11,47.09,487.2,0.98
002213,特 尔 佳,-181.96,24.42,31.73,-204.32,-267.45,0.42
002214,大立科技,77.98,30.21,34.95,-85.3,75.89,0.64
002215,诺 普 信,1964.25,111.01,99.73,1086.44,199.78,2.15
002216,三全食品,94.42,35.95,36.01,54.37,103.19,0.89
002218,拓日新能,2113.25,34.3,24.61,1679.33,425.94,1.1400000000000001
002219,恒康医疗,-269.04,61.41,144.2,-772.97,867.46,1.37
002220,天宝食品,-175.84,47.12,60.75,-352.87,-69.95,2.1
002221,东华能源,1897.18,111.82,84.27,816.29,587.53,4.54
002222,福晶科技,1247.87,125.18,75.36,1107.63,434.59,2.21
002223,鱼跃医疗,373.65,166.68,183.09,-101.83,367.28,7.25
002224,三 力 士,-22.08,223.16,258.76,-365.18,-3.1,4.98
002226,江南化工,1585.33,23.97,33.1,841.46,35.2,0.9500000000000001
002227,奥 特 迅,-2259.18,-6.73,11.07,-2201.37,-92.57,-0.23
002229,鸿博股份,-736.96,-8.37,1.12,-649.0,-12.08,-0.25
002230,科大讯飞,161.23,53.13,63.36,-160.54,738.17,2.38
002231,奥维通信,2.2,-10.95,-16.94,8.34,61.68,-0.2
002232,启明信息,5987.86,17.76,8.15,5386.52,135.83,0.45
002234,民和股份,-1847.75,-35.28,-86.09,-1890.45,225.32,-1.31
002235,安妮股份,486.85,6.97,-3.21,-448.85,276.27,-0.1
002236,大华股份,1083.6,555.15,564.36,-35.07,1577.94,19.29
002237,恒邦股份,335.51,67.25,62.69,267.9,185.69,2.98
002238,天威视讯,46.79,91.36,94.36,-1.03,-42.31,4.09
002239,奥特佳,9008.65,75.64,58.6,1776.24,2380.91,2.06
002240,威华股份,-2404.63,-6.27,-21.59,-3592.46,202.84,-0.03
002241,歌尔股份,14.54,113.83,139.67,-249.63,312.88,6.11
002242,九阳股份,124.41,177.7,175.71,32.39,118.6,7.96
002243,通产丽星,590.51,16.36,4.57,435.8,77.55,0.67
002244,滨江集团,172.64,104.86,110.41,-101.45,430.78,4.06
002245,澳洋顺昌,433.71,135.27,143.02,3.66,573.75,2.69
002246,北化股份,61.58,46.7,50.46,-90.01,-79.26,1.51
002247,聚力文化,1584.62,91.95,87.34,232.21,827.71,4.35
002248,华东数控,-5674.25,-187.0,-156.86,-6012.32,-389.09,-4.49
002249,大洋电机,0.37,48.13,64.3,-439.14,289.0,1.4
002250,联化科技,-400.96,72.92,111.55,-608.16,27.69,3.66
002251,步 步 高,-132.36,50.99,73.82,-332.2,165.66,3.42
002252,上海莱士,319.74,73.25,125.56,-958.38,237.14,2.7199999999999998
002253,川大智胜,423.21,24.34,21.94,238.02,224.28,1.42
002254,泰和新材,135.77,47.67,53.0,76.45,42.34,1.56
002255,海陆重工,420.67,38.07,38.25,102.85,283.7,1.4100000000000001
002256,兆新股份,446.02,73.95,87.2,-166.23,111.82,1.09
002258,利尔化学,763.65,148.6,121.57,338.71,472.86,6.96
002259,ST升达,-537.99,5.05,12.05,-827.4,486.28,0.08
002260,*ST德奥,-2674.72,-49.29,-14.03,-2675.39,75.66,-0.62
002261,拓维信息,758.25,59.1,75.02,-116.09,265.96,2.29
002262,恩华药业,356.07,196.64,209.0,-65.52,183.02,5.12
002263,*ST东南,-2197.86,-31.11,-8.47,-2183.28,120.85,-0.4
002264,新 华 都,-202.88,-26.01,-9.45,-378.81,-20.11,-0.23
002265,西仪股份,-1760.54,-1.04,-1.88,-2489.75,324.56,0.07
002266,浙富控股,294.02,24.53,24.94,220.08,250.78,0.38
002267,陕天然气,69.89,106.48,122.91,-138.98,219.89,4.9
002268,卫 士 通,-2594.54,-1.65,11.39,-1734.46,334.71,-0.17
002269,美邦服饰,-1117.72,-33.62,-11.26,-1291.78,73.79,-0.41000000000000003
002270,华明装备,-62.65,98.31,81.3,85258.67,350.05,3.08
002271,东方雨虹,388.57,165.88,180.93,-99.89,397.73,8.83
002272,川润股份,5426.19,1.88,-0.9500000000000001,5111.84,-144.83,0.07
002273,水晶光电,474.95,91.17,91.77,32.71,368.73,4.01
002274,华昌化工,2400.86,16.36,-3.89,2366.49,138.15,0.7000000000000001
002275,桂林三金,63.08,154.49,158.14,-8.24,65.55,6.45
002276,万马股份,-380.34,44.47,58.81,-458.78,237.71,1.42
002277,友阿股份,-54.06,88.03,110.51,-287.98,94.04,4.37
002278,神开股份,-1202.64,-10.48,0.42,-1145.39,-72.86,-0.33
002279,久其软件,1613.79,60.72,44.59,1012.25,1349.63,2.49
002280,联络互动,1246.08,102.95,149.55,13521.7,5350.48,1.8399999999999999
002281,光迅科技,345.52,93.84,90.33,78.83,309.54,8.61
002282,博深工具,1034.21,36.12,33.94,577.71,311.81,1.06
002283,天润曲轴,455.83,56.29,46.59,336.85,362.97,2.23
002284,亚太股份,-261.33,43.85,70.98,-487.76,76.99,1.55
002285,世联行,227.27,129.37,139.09,-191.4,417.15,2.7199999999999998
002286,保龄宝,180.57,32.92,29.99,147.79,270.11,1.34
002287,奇正藏药,148.26,154.29,151.53,35.64,127.7,6.51
002288,超华科技,1618.54,18.14,16.38,1705.3,107.93,0.30000000000000004
002289,宇顺电子,-11887.17,-256.43,-227.81,-40177.22,-524.55,-9.72
002290,中科新材,381.12,39.64,20.31,246.51,169.76,1.79
002291,星期六,-1837.89,-6.25,17.64,-1989.54,-72.86,-0.25
002292,奥飞娱乐,-118.07,93.23,135.02,-474.17,202.92,2.66
002293,罗莱生活,140.13,125.34,130.53,-25.64,227.46,5.13
002294,信立泰,185.08,261.75,267.12,-31.49,221.99,12.24
002295,精艺股份,2716.94,25.6,-3.3,2576.98,433.93,1.15
002296,辉煌科技,-220.5,21.73,38.67,-235.02,86.82,0.85
002297,博云新材,-5998.74,-30.6,-27.43,-6056.48,217.2,-0.87
002298,中电兴发,3098.28,30.21,23.27,1199.13,600.3,1.58
002299,圣农发展,-911.11,21.73,1.6099999999999999,1448.75,187.57,1.47
002300,太阳电缆,17.68,88.66,98.5,-39.2,162.49,2.33
002301,齐心集团,1238.16,52.17,40.14,885.7,397.15,1.87
002302,西部建设,532.72,30.9,36.36,314.03,266.07,1.71
002303,美盈森,251.29,81.77,89.46,-59.94,305.13,1.83
002304,洋河股份,224.5,259.08,257.95,9.85,202.71,44.49
002305,南国置业,134.39,-0.8300000000000001,26.2,-60.88,209.51,0.03
002306,*ST云网,143.81,41.69,-44.43,193.83,-15.55,0.01
002307,北新路桥,191.99,19.98,20.47,64.15,290.94,0.5700000000000001
002308,威创股份,446.12,53.3,47.81,245.48,212.25,1.56
002309,中利集团,-2137.58,-2.87,-9.46,-1786.13,390.18,-0.03
002310,东方园林,634.08,94.63,84.28,369.25,650.3,3.7800000000000002
002311,海大集团,706.16,155.55,138.23,437.32,292.07,5.74
002312,三泰控股,-5198.85,-61.25,-58.11,-3108.25,-39.77,-1.6400000000000001
002313,日海智能,104.74,11.71,1.37,27.7,245.72,0.93
002314,南山控股,3084.4,45.23,-22.84,1781.87,583.54,1.45
002315,焦点科技,63.88,48.74,56.06,65.33,333.67,6.5
002316,亚联发展,-3948.18,4.4,-6.5,-4055.52,5362.72,0.1
002317,众生药业,354.87,132.63,133.19,39.69,270.62,4.98
002318,久立特材,145.48,54.61,62.55,-8.59,129.88,2.12
002319,乐通股份,1137.42,12.32,13.28,1217.35,-14.03,0.28
002320,海峡股份,707.05,74.97,65.96,346.74,270.74,4.27
002322,理工环科,1231.9,43.75,34.97,271.44,963.22,3.14
002323,*ST百特,1356.4,246.39,213.6,8240.57,6413.17,2.88
002324,普利特,11.21,115.43,130.64,-152.26,272.74,7.98
002325,洪涛股份,-140.35,64.51,87.32,-319.04,8.95,1.97
002326,永太科技,1382.8,117.65,95.21,671.03,535.52,3.36
002327,富安娜,66.58,126.37,139.84,-161.57,117.41,4.15
002328,新朋股份,56.75,37.1,36.82,9.47,66.37,1.9
002329,皇氏集团,191.54,44.89,63.8,-476.43,338.84,1.43
002330,得利斯,-418.25,13.84,22.01,-426.23,55.78,0.37
002331,皖通科技,193.33,47.76,50.42,-74.82,240.28,1.8599999999999999
002332,仙琚制药,778.91,67.97,54.79,455.14,149.61,1.8599999999999999
002333,罗普斯金,-1378.38,41.16,63.78,-1531.74,-1.3,1.92
002334,英威腾,676.56,77.81,76.27,541.48,333.03,1.79
002335,科华恒盛,1103.89,76.23,81.9,281.89,415.14,7.23
002336,人人乐,-4450.92,-56.52,-52.23,-4290.86,-137.89,-3.22
002337,赛象科技,410.16,-8.82,4.34,354.48,-34.87,-0.2
002338,奥普光电,-107.24,57.8,65.61,-152.43,11.44,2.94
002339,积成电子,-462.32,27.64,39.98,-473.05,307.62,1.07
002340,格林美,703.43,55.67,49.31,266.44,612.24,1.3599999999999999
002341,新纶科技,1753.48,31.46,30.25,694.21,391.02,1.55
002342,巨力索具,-360.39,10.4,14.7,-366.47,17.57,0.25
002343,慈文传媒,1698.31,142.93,108.92,1010.16,6659.54,6.55
002344,海宁皮城,-294.98,90.55,140.53,-434.24,-153.02,4.25
002345,潮宏基,113.51,91.31,94.21,-43.12,103.75,2.95
002346,柘中股份,3617.84,66.75,53.71,16111.96,321.45,2.56
002347,泰尔股份,-705.52,4.05,12.48,-797.18,205.3,0.22
002348,高乐股份,-101.76,37.0,40.23,-130.1,216.48,0.63
002349,精华制药,1048.95,76.72,66.25,334.99,354.35,2.83
002350,北京科锐,67.48,32.64,31.85,-95.13,287.61,1.34
002351,漫步者,55.39,53.11,54.18,19.95,102.45,2.05
002352,顺丰控股,212.05,100.6,73.85,2074.41,116.04,5.9
002353,杰瑞股份,612.43,19.79,57.51,564.61,-28.96,1.63
002354,天神娱乐,682.57,150.73,229.48,1244.52,1030.05,11.48
002355,兴民智通,299.87,24.06,24.19,229.6,154.15,0.96
002356,赫美集团,3589.6,42.14,62.12,2650.05,926.43,2.21
002357,富临运业,-175.1,109.75,133.64,-226.34,94.56,3.9
002358,森源电气,335.94,92.8,105.19,-105.98,495.93,3.66
002359,北讯集团,3813.77,16.3,-15.48,732.17,1101.69,1.18
002360,同德化工,295.65,80.92,86.26,191.3,157.45,2.09
002361,神剑股份,129.36,64.85,83.26,-321.37,171.81,1.65
002362,汉王科技,3370.1,26.81,17.42,3231.51,244.22,0.96
002363,隆基机械,152.41,39.12,40.33,-48.88,184.27,1.85
002364,中恒电气,23.56,79.81,101.03,-271.9,220.26,2.15
002365,永安药业,1465.01,67.39,43.99,1287.06,242.5,4.04
002366,台海核电,12376.02,216.77,146.09,3151.54,1342.32,6.97
002367,康力电梯,-122.25,123.88,160.13,-386.12,86.72,4.31
002368,太极股份,17.23,51.81,54.98,-108.35,146.24,2.9699999999999998
002369,卓翼科技,1310.0,-2.54,2.25,975.15,-5.86,-0.02
002370,亚太药业,896.3,88.65,79.23,313.13,627.59,4.0
002371,北方华创,1456.86,28.67,21.27,1186.09,430.95,1.8900000000000001
002372,伟星新材,364.21,200.19,181.58,144.41,250.37,6.47
002373,千方科技,374.41,122.42,165.16,91.93,408.47,3.47
002374,丽鹏股份,1618.19,38.43,42.15,766.29,477.88,1.62
002375,亚厦股份,-239.97,60.03,93.61,-362.46,-129.12,3.22
002376,新北洋,239.67,87.07,109.6,15.83,438.39,3.21
002377,国创高新,5819.14,17.55,12.29,1778.82,2519.27,0.66
002378,章源钨业,-23.41,-7.24,0.75,76.6,79.63,-0.17
002379,宏创控股,1098.97,-3.41,-35.14,810.55,-54.16,-0.04
002380,科远股份,433.4,43.0,41.19,76.44,287.09,3.29
002381,双箭股份,133.32,71.51,80.0,-5.84,115.39,2.71
002382,蓝帆医疗,1647.7,136.16,112.85,1258.06,103.13,4.67
002383,合众思壮,4061.99,31.78,7.52,115384.13,1400.26,2.1
002384,东山精密,2221.12,58.93,44.19,793.58,945.69,2.58
002385,大北农,137.45,81.53,93.25,-146.0,41.66,1.96
002386,天原集团,178.53,2.43,-7.64,-184.37,353.32,0.18
002387,维信诺,-14094.27,-106.7,-102.14,-15520.66,7720.33,-2.61
002388,新亚制程,5073.69,34.93,29.14,8027.27,225.79,0.63
002389,航天彩虹,1039.63,38.95,31.18,198.79,1662.82,1.62
002390,信邦制药,939.19,48.47,51.08,107.23,1173.68,1.53
002391,长青股份,158.4,73.15,77.92,4.5,201.33,5.94
002392,北京利尔,464.75,50.01,50.51,410.55,207.7,1.31
002393,力生制药,-29.51,41.34,42.87,-49.19,196.27,6.8100000000000005
002394,联发股份,95.01,94.47,93.78,12.51,104.62,8.3
002395,双象股份,6128.46,24.66,21.62,5023.06,278.16,1.12
002396,星网锐捷,162.77,78.28,68.79,27.52,437.17,4.03
002397,梦洁股份,106.23,67.65,76.39,-87.41,183.99,1.49
002398,建研集团,60.7,83.5,91.25,-61.18,165.58,4.66
002399,海普瑞,3790.11,43.14,41.04,4410.52,415.92,3.55
002400,省广集团,-74.67,109.8,163.64,-403.97,300.13,2.88
002401,中远海科,138.39,81.64,78.68,69.75,65.9,2.07
002402,和而泰,845.67,114.74,88.37,542.52,485.55,2.23
002403,爱仕达,409.89,66.94,59.3,274.86,168.35,3.98
002404,嘉欣丝绸,290.04,64.07,58.96,205.92,194.8,1.62
002405,四维图新,464.72,45.86,45.84,25.17,352.42,1.7000000000000002
002406,远东传动,288.2,70.35,60.4,223.97,210.72,2.9
002407,多氟多,7933.82,98.6,76.05,5602.69,274.98,4.26
002408,齐翔腾达,903.69,82.02,72.1,573.39,882.61,3.3
002409,雅克科技,202.29,44.18,46.61,-16.63,40.51,2.63
002410,广联达,126.42,94.38,114.81,59.94,193.12,2.48
002411,延安必康,-2196.8,97.13,77.29,1294.85,819.13,4.48
002412,汉森制药,36.25,74.8,77.63,-9.82,88.83,3.09
002413,雷科防务,707.27,37.56,37.03,160.36,-38.77,1.5899999999999999
002414,高德红外,184.25,21.21,20.63,79.63,296.3,1.01
002415,海康威视,423.13,275.22,275.83,1.6800000000000002,544.07,9.72
002416,爱施德,913.32,43.48,32.76,801.51,65.25,2.09
002417,深南股份,-1465.68,-92.21,-155.7,-1690.11,-429.41,-1.35
002418,康盛股份,1558.97,55.31,40.39,1892.96,197.91,1.3900000000000001
002419,天虹股份,331.31,116.81,111.39,174.97,57.51,7.53
002420,毅昌股份,-4020.05,-98.2,-16.71,-4609.52,283.54,-3.05
002421,达实智能,515.95,71.34,77.67,-80.36,364.62,1.6800000000000002
002422,科伦药业,612.04,126.76,129.32,447.38,589.26,11.0
002424,贵州百灵,297.5,140.59,133.37,91.94,275.24,3.29
002425,凯撒文化,2607.54,44.82,30.2,1733.4,132.06,2.11
002426,胜利精密,1037.2,70.2,77.49,59.02,1439.25,1.81
002427,*ST尤夫,445.81,72.22,76.35,128.55,347.62,3.69
002428,云南锗业,-96.17,2.64,22.92,-127.55,-46.06,0.03
002429,兆驰股份,13.76,74.63,97.68,-283.24,243.76,1.9500000000000002
002430,杭氧股份,832.52,35.25,13.09,540.62,138.64,1.67
002431,棕榈股份,-1846.58,15.15,37.14,-1480.86,81.63,0.34
002432,九安医疗,-8329.31,-90.09,-71.45,-14127.57,121.18,-2.18
002433,太安堂,195.97,43.72,51.45,-147.4,632.76,2.5700000000000003
002434,万里扬,760.46,99.98,100.09,27.98,649.64,3.92
002435,长江润发,791.99,48.27,45.15,230.21,429.26,3.56
002436,兴森科技,175.57,67.83,68.73,8.85,324.06,1.79
002437,誉衡药业,148.24,137.99,154.96,-84.21,524.71,3.91
002438,江苏神通,384.3,32.99,37.07,83.91,387.71,1.46
002439,启明星辰,16027.66,56.67,41.28,8529.7,338.67,1.46
002440,闰土股份,281.61,124.19,144.53,124.82,111.85,9.6
002441,众业达,126.71,62.71,73.17,-106.38,66.44,3.75
002442,龙星化工,-649.55,31.19,3.43,-622.16,133.03,0.77
002443,金洲管道,361.08,44.33,37.78,301.19,204.19,1.71
002444,巨星科技,124.57,97.01,104.49,-83.55,244.37,4.68
002445,ST中南,540.14,47.95,56.55,-208.45,285.01,1.92
002446,盛路通信,2425.32,69.08,64.17,913.44,649.52,2.88
002447,晨鑫科技,1005.24,58.87,62.94,867.97,308.68,1.31
002448,中原内配,126.84,96.47,95.69,-4.23,144.28,3.66
002449,国星光电,584.85,81.53,63.7,400.47,449.44,4.73
002450,ST康得新,512.31,169.55,188.66,-122.34,464.14,7.03
002451,摩恩电气,1262.71,36.3,32.04,1330.98,71.51,0.53
002452,长高集团,-787.02,90.88,131.18,-927.48,1107.4,2.22
