证券代码,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
600285,568.47,77.44,69.11,347.9,167.93,2.41
600287,1744.78,61.95,55.31,1516.6,12.22,1.58
600288,-61.01,40.44,48.05,-102.1,19.24,1.18
600289,-1885.62,-74.5,55.55,-2298.06,47.35,-2.29
600290,104.98,41.54,60.18,31.75,130.23,1.3
600291,8319.69,54.54,33.55,8324.72,105.69,4.45
600292,428.88,43.45,25.16,133.32,54.89,2.21
600293,1979.69,22.59,0.98,1756.67,532.22,0.72
600295,116.05,89.1,94.01,41.69,99.66,4.76
600297,707.6,57.95,48.18,789.27,-30.47,1.9100000000000001
600298,323.33,131.46,120.01,162.87,162.34,6.86
600299,-2588.1,-112.72,-143.94,-3510.88,-57.88,-3.92
600300,358.39,46.4,45.65,269.11,70.2,0.68
600301,-2579.77,-121.04,-61.34,-3214.22,161.23,-2.26
600302,-1068.32,0.51,1.32,-1128.33,45.89,0.02
600305,385.96,68.94,41.17,12.12,98.29,2.24
600306,-3518.04,7.22,831.22,-4121.19,-12.85,-1.5899999999999999
600307,-18556.37,-36.13,-39.68,-23826.85,39.13,-0.59
600308,532.22,43.39,43.48,437.38,93.44,3.07
600309,364.7,259.43,244.51,109.65,246.33,12.5
600310,4663.05,59.05,68.72,792.62,344.98,3.09
600311,-3482.63,-17.65,-17.22,-3654.86,53.72,-0.23
600312,1338.0,67.76,60.78,1179.54,147.61,3.46
600313,-198.4,15.04,28.42,-426.55,303.39,0.6000000000000001
600315,338.12,199.41,211.1,107.88,90.83,9.91
600316,111.08,24.95,29.75,66.41,66.44,1.47
600317,17.58,50.34,54.8,-51.71,61.97,1.37
600318,1471.13,77.66,85.53,1106.83,28.42,2.88
600319,-10966.63,-33.0,-111.99,-5482.2,6.62,-2.55
600320,-3488.51,-0.21,16.04,-3594.57,-13.99,-0.01
600321,568.74,8.77,11.64,413.91,135.38,0.31
600322,-8349.97,25.97,23.92,-8649.46,238.63,0.96
600323,515.94,132.09,129.28,285.19,169.42,6.2
600325,125.36,98.03,102.74,-9.28,222.48,7.29
600326,2168.33,56.68,44.5,1938.52,215.88,1.51
600327,139.85,126.95,132.71,-6.14,84.28,3.45
600328,533.21,32.38,28.7,373.14,135.54,1.18
600329,136.32,135.87,140.75,-7.38,98.99,4.76
600330,-3505.81,-17.03,-20.54,-4332.88,66.75,-0.21
600331,-1569.41,-39.4,-64.88,-358.28,20.23,-0.38
600332,205.0,104.35,98.89,85.97,161.86,6.47
600333,-1505.24,10.1,14.83,-1697.08,-19.56,0.23
600335,-1376.46,81.71,73.64,-1456.12,39.6,6.22
600336,556.39,86.21,87.35,358.86,98.67,1.37
600337,915.2,65.28,59.01,749.31,83.77,2.45
600338,278.4,186.38,252.47,105.44,25.44,3.01
600339,13299.13,-179.84,-177.69,10966.68,111.58,-1.32
600340,494.4,311.64,266.59,8093.06,325.53,16.95
600343,-8.94,28.19,30.73,-101.36,110.45,1.19
600345,603.38,58.89,42.72,515.39,-21.6,3.61
600346,-3470.66,-39.06,-65.12,-3232.2,106.53,-0.19
600348,673.95,129.23,147.97,497.99,105.79,6.66
600350,50.2,109.64,113.41,-25.59,39.53,4.28
600351,831.06,94.54,101.14,688.73,97.88,2.12
600352,215.43,148.79,149.5,27.87,165.11,6.94
600353,3881.15,60.5,62.42,3150.12,138.61,1.9500000000000002
600354,-3649.46,-49.39,-49.76,-3617.71,-45.58,-0.68
600355,-3485.35,-59.98,-57.21,-3489.79,77.9,-0.87
600356,66.52,55.7,56.87,2.15,30.22,3.31
600358,-3088.33,-78.79,-81.08,-3953.73,129.13,-0.8200000000000001
600359,-7381.09,-92.48,-105.65,-10995.77,85.65,-1.92
600360,261.09,28.98,28.23,218.98,44.34,0.78
600361,-440.39,10.55,14.46,-531.33,33.4,0.44
600362,123.62,80.4,88.34,18.7,159.97,8.46
600363,277.65,71.57,66.36,106.64,101.82,2.54
600365,-1125.3,-21.22,-20.99,-1666.3,448.34,-0.21
600366,726.22,160.09,157.93,570.58,94.29,8.29
600367,236.89,10.93,5.5,145.11,42.62,0.43
600368,196.33,63.2,57.35,120.61,672.57,2.4
600369,812.58,85.46,239.69,-30.03,361.79,2.86
600370,514.6,25.98,23.12,493.2,15.98,0.8
600371,1002.15,86.54,83.47,875.96,-76.64,1.8399999999999999
600372,553.42,92.47,-94.1,564.86,-19.88,2.74
600373,230.53,42.72,-30.27,137.69,283.73,6.66
600375,120.13,55.4,58.05,-75.88,97.09,1.9
600376,182.7,108.29,114.94,-28.66,218.55,7.96
600377,103.92,109.97,103.94,56.34,46.74,4.04
600378,78.97,80.82,87.18,11.92,1.21,1.74
600379,531.68,48.51,43.12,496.16,62.74,0.86
600380,2344.55,116.43,81.75,2112.01,141.45,3.63
600381,-6.34,48.96,112.96,-109.57,-115.01,1.4100000000000001
600382,449.46,135.07,140.02,172.13,286.4,6.76
600383,280.5,134.84,126.71,103.29,190.59,8.14
600385,-516.06,3.62,115.53,-537.11,-214.55,0.02
600386,29.3,94.46,99.37,-49.9,184.16,3.16
600387,1833.51,65.05,50.45,1805.47,359.39,1.78
600388,508.08,405.27,401.31,66.21,337.74,26.85
600391,-65.38,32.19,42.2,-98.08,64.35,1.6600000000000001
600392,-1021.95,-15.55,-18.39,-1814.19,319.11,0.19
600393,1062.15,61.33,61.15,647.83,469.7,1.71
600395,1030.77,121.71,142.71,840.46,70.74,5.82
600396,-3350.19,37.86,67.44,-3200.49,108.32,1.3900000000000001
600397,-7424.16,-109.01,-78.16,-10322.53,-23.58,-1.3599999999999999
600398,168.38,173.81,146.34,517.24,146.98,3.43
600399,-776.58,-27.84,-8.4,-2839.47,-5.15,0.02
600400,540.04,43.77,32.92,308.24,133.99,1.11
600401,-23141.08,-268.46,-249.78,-26365.4,101.14,-2.3
600403,-1283.8,-32.08,-27.38,-1416.97,-27.23,-1.11
600405,1133.56,48.64,48.27,993.98,82.91,0.93
600406,241.08,215.5,212.32,58.03,171.73,6.5
600408,-6913.3,-157.54,-122.83,-8022.73,57.74,-2.51
600409,1072.25,85.87,73.17,886.36,114.59,3.07
600410,499.21,59.33,69.9,193.9,69.25,2.05
600415,145.97,89.98,96.62,9.68,160.71,3.44
600416,143.6,32.52,36.28,-20.05,129.83,1.76
600418,732.55,98.69,96.99,585.85,123.77,4.68
600419,-871.34,19.45,14.05,-1313.73,324.66,2.13
600420,140.31,127.55,128.88,19.6,117.01,4.84
600421,1080.06,-83.08,59.19,843.72,-94.01,-0.01
600422,297.19,132.77,129.06,95.71,160.15,5.03
600423,-5904.84,-43.24,9.91,-8667.24,31.48,-1.08
600425,-10559.43,27.93,35.75,-11597.69,103.66,1.57
600426,159.47,100.94,104.09,12.51,127.91,5.96
600428,853.55,22.35,56.38,725.01,-5.6,0.8200000000000001
600429,-972.11,-12.4,-8.98,-1081.7,148.71,-0.06
600432,-888.1,-97.04,-35.68,-513.46,95.98,-3.25
600433,716.01,57.19,49.48,379.55,137.57,1.17
600435,93.89,31.79,46.81,36.64,43.03,0.87
600436,206.98,181.28,179.05,26.84,200.54,15.48
600438,380.02,113.24,107.58,133.9,71.86,2.76
600444,-436.07,-24.17,-108.38,656.08,63.52,-0.24
600446,146.81,129.2,135.31,-8.88,149.51,2.8
600448,-3834.54,21.41,21.28,1731.88,58.47,-0.07
600449,931.65,82.73,97.21,782.06,131.68,9.17
600452,-20521.33,79.89,63.2,-23746.04,130.71,3.77
600455,-360.38,2.84,8.16,-373.27,-48.11,0.06
600456,-106.72,-0.56,7.01,-199.27,30.79,-0.03
600458,289.93,83.76,93.54,259.71,295.27,3.19
600459,770.73,43.42,20.3,563.3,301.86,2.75
600460,1286.4,69.08,64.06,1105.18,127.49,1.69
600461,4623.46,65.27,60.84,102.92,197.26,3.15
600462,-1748.92,-3.61,116.15,-1838.78,327.28,-0.03
600463,-97.7,62.44,73.37,-181.26,129.11,1.74
600466,139.67,56.78,46.14,474.29,108.39,1.82
600467,88.55,46.78,55.85,-3.34,106.82,1.28
600468,307.01,51.95,53.68,34.98,58.82,0.77
600469,-271.55,71.48,82.11,-495.0,8.38,4.29
600470,-1438.72,16.37,20.95,-1599.38,69.96,0.78
600475,-38.65,79.32,80.98,9.36,40.46,4.07
600476,-1415.72,-29.17,-49.26,-1573.38,4.57,-0.42
600477,371.86,96.94,78.11,93.03,35.53,1.82
600478,-3870.51,-20.7,-19.67,-3223.31,40.97,-0.32
600479,83.88,96.17,99.99,-1.09,150.94,3.61
600480,189.26,103.44,109.86,10.09,196.56,4.61
600481,221.09,108.53,109.78,180.88,-45.62,2.66
600482,302.84,55.15,25.85,143.93,87.59,2.77
600483,242.6,72.99,65.75,704.4,41.54,3.27
600485,-445.81,56.36,90.0,232.34,-59.26,1.6400000000000001
600486,150.14,122.21,127.99,10.44,98.19,12.79
600487,358.11,138.81,121.54,160.05,225.66,10.37
600488,96.97,37.95,36.96,109.18,51.06,1.06
600489,328.65,93.68,105.15,145.56,93.28,3.34
600490,239.71,-57.09,-82.03,63.93,991.72,-0.81
600491,239.37,81.56,79.02,72.29,108.46,2.98
600493,1012.84,36.45,33.8,953.16,20.72,1.08
600495,-10.85,35.55,49.86,-114.67,4.15,1.75
600496,-19.09,92.78,106.87,-165.34,41.67,3.05
600497,-3261.4,43.96,38.0,-2709.44,159.73,1.6400000000000001
600498,177.62,93.66,90.62,42.59,202.95,6.8100000000000005
600499,170.39,128.14,135.08,-1.12,188.76,4.35
600500,122.44,69.71,76.28,758.16,67.39,3.24
600501,48.67,33.32,36.32,6.48,43.78,1.08
600502,716.33,143.88,135.9,268.45,225.0,4.93
600503,893.56,95.85,112.69,646.99,695.11,1.99
600505,31.66,150.7,178.58,-138.89,91.09,2.4
600506,-287.52,-0.7000000000000001,-40.05,671.0,301.5,0.18
600507,1980.3,264.48,206.88,1656.93,48.63,6.68
600508,3649.78,94.29,119.21,3520.8,-6.97,8.03
600509,220.87,74.78,74.77,114.79,124.81,2.94
600510,183.39,66.98,60.82,2661.15,113.81,3.66
600511,133.17,187.56,196.96,-36.39,125.52,8.02
600512,794.96,30.58,30.43,631.43,91.43,0.56
600513,165.61,73.03,69.54,65.41,59.63,2.12
600515,259.15,-79.36,331.17,8.12,146.13,1.54
600516,6208.83,106.41,91.43,5656.93,247.16,3.66
600517,37.85,134.83,153.15,-90.4,154.17,2.94
600518,313.35,142.94,140.0,32.47,338.66,5.82
600519,241.94,304.86,310.92,-1.04,230.81,106.41
600520,-2835.85,-45.66,-46.23,-2648.71,72.14,-1.13
600521,242.41,119.71,120.58,73.28,216.03,4.28
600522,308.37,117.0,124.34,-23.97,249.47,7.76
600523,116.58,70.63,67.27,55.27,91.72,4.25
600525,461.64,131.85,128.1,161.27,250.65,4.92
600526,-240.56,18.0,26.76,-462.08,97.52,0.73
600527,292.35,75.49,81.82,177.76,59.41,1.74
600528,-42.67,87.08,89.27,181.79,27.59,3.25
600529,82.87,68.99,70.92,-11.06,75.75,5.34
600530,353.53,53.89,27.99,286.64,-15.81,1.97
600531,340.85,25.08,22.13,-31.51,106.34,0.36
600532,-1720.23,-24.04,-40.81,-1682.56,48.83,-0.18
600533,1191.06,49.29,57.24,1050.23,98.06,1.63
600537,-2411.82,-8.75,-8.98,-2469.54,77.01,-0.05
600538,-1487.34,-188.23,-235.18,-1374.56,54.75,-1.1
600539,-29171.12,-80.86,-69.25,-35260.9,202.2,-2.15
600540,-1098.5,-84.82,-85.33,-980.53,29.72,-1.7000000000000002
600543,-99.41,16.69,21.18,-137.96,-54.0,0.54
600545,-630.26,67.51,48.39,-556.31,203.69,1.56
600546,-693.33,22.75,14.82,3643.46,131.22,2.63
600547,134.46,185.18,209.76,-79.83,110.9,7.94
600548,218.27,94.12,90.53,132.93,156.97,4.53
600549,393.15,96.59,98.13,333.73,171.57,4.51
600550,-4671.09,-24.8,-13.25,-5099.7,15.99,-3.63
600551,39.75,89.79,97.83,-75.16,168.39,5.98
600552,939.14,103.75,101.55,744.32,211.65,3.7199999999999998
600553,113.71,8.86,4.4,101.36,34.72,0.2
600555,-32.97,-1.5899999999999999,-3.79,-32.67,4026.85,0.04
600556,-501.61,-36.32,72.52,-25.81,-9.13,-0.06
600557,106.05,131.72,143.39,-60.4,120.45,5.22
600558,33.15,40.12,45.62,-67.6,6.55,2.19
600559,245.06,105.9,104.83,74.42,163.5,4.07
600560,-0.71,60.59,66.7,-51.24,16.17,2.27
600561,-58.86,89.85,102.14,-180.05,131.82,3.73
600562,109.88,76.27,59.52,205.85,19.62,2.95
600563,194.31,167.59,158.89,89.69,113.17,11.65
600565,404.74,139.36,150.7,848.26,538.84,3.06
600566,-344.77,156.7,126.59,144.17,99.42,4.83
600568,681.5,81.58,89.27,78.84,-4.85,3.5300000000000002
600569,-17106.87,-47.98,-75.18,-20817.57,-4.99,-1.6800000000000002
600570,2533.96,173.15,176.2,2104.0,159.48,4.16
600571,100.4,84.93,94.74,-27.28,93.94,2.32
600572,252.43,141.91,136.55,78.8,168.51,3.63
600573,1032.89,17.59,22.08,1023.95,-50.91,0.77
600575,938.21,50.27,52.63,1407.47,3643.48,0.05
600576,35.43,4.97,3.93,-256.69,3103.61,0.15
600577,181.54,77.95,79.78,51.46,121.91,1.81
600578,63.58,116.5,123.15,-13.64,66.21,3.94
600579,-615.62,48.72,-163.51,-508.72,-79.12,0.23
600580,209.38,87.91,89.08,158.45,96.98,3.32
600581,-2630.57,3.34,48.24,-7837.25,84.76,0.53
600582,17.48,166.86,192.08,-128.19,90.94,6.03
600583,509.24,92.08,115.76,303.64,73.41,3.43
600584,2144.31,30.81,31.7,1697.81,284.86,1.01
600585,285.92,153.42,148.11,104.87,135.24,17.0
600586,128.1,17.43,19.08,55.49,114.68,0.77
600587,284.7,81.02,84.0,86.53,326.09,5.58
600588,101.68,126.11,136.96,22.16,148.01,4.11
600589,297.89,38.23,43.72,99.41,52.38,1.24
600590,405.52,34.88,38.04,277.23,92.26,1.56
600592,-10.51,50.76,61.82,-83.27,61.38,1.96
600593,434.84,65.12,53.2,369.84,127.7,2.49
600594,229.71,159.93,167.95,17.81,130.11,6.38
600595,-2928.11,-1.8,10.77,-3152.45,79.71,-0.03
600596,663.83,36.42,100.6,552.71,23.35,2.67
600597,342.65,91.21,66.19,236.22,117.22,2.91
600598,52.95,63.53,63.79,-23.38,-19.54,2.01
600599,93.38,32.28,35.92,-21.27,95.4,0.88
600600,97.38,120.3,124.6,-16.7,53.25,10.58
600601,96633.33,5.21,33.82,-1265.15,-61.5,0.15
600602,284.1,50.15,5.35,268.86,26.64,1.11
600603,42.95,6.64,6.06,9.57,70.4,0.41000000000000003
600604,-824.97,-30.29,-31.66,-1077.59,508.78,0.64
600605,95.03,27.45,38.3,6.96,87.45,0.92
600606,-616.29,66.64,60.79,-551.88,67.66,2.99
600609,-1346.14,-128.08,-186.47,-1989.13,66.85,-0.23
600610,-24511.78,-235.57,-45.02,-48238.22,708.74,-1.12
600611,112.89,76.68,76.89,22.54,-52.55,2.71
600612,326.1,212.42,199.14,140.89,165.08,13.6
600613,-240.74,49.01,46.0,-385.82,251.71,1.8
600614,522.83,54.82,60.99,206.87,138.97,0.9500000000000001
600615,3327.22,33.81,48.34,1521.86,17.34,0.92
600616,-108.81,72.27,89.49,-159.58,-74.74,2.06
600617,-61.35,56.64,84.04,-171.27,88.58,1.63
600618,-7237.87,8.63,-31.85,-8496.41,28.94,0.24
600619,581.46,52.58,46.78,440.55,100.25,1.78
600620,1182.42,62.98,67.98,980.72,512.38,1.33
600621,182.54,100.25,96.13,87.39,249.86,3.18
600622,167.68,112.06,113.13,34.15,174.81,5.25
600623,290.43,81.54,68.86,206.72,91.63,2.65
600624,94.97,39.02,39.67,10.05,36.0,0.68
600626,93.56,76.35,74.41,67.1,76.25,2.43
600628,423.73,84.34,83.7,267.23,14.62,3.71
600629,-148.75,98.14,117.46,3591.47,-48.0,2.4
600630,632.53,34.34,28.55,582.18,26.42,1.27
600631,61.32,16.82,14.94,26.48,34.75,0.93
600633,464.26,114.87,68.31,1264.62,63.39,4.5600000000000005
600634,-1337.6,13.84,12.27,-11038.14,145.43,0.98
600635,185.42,79.0,79.91,1.97,43.45,1.74
600636,-3252.7,62.07,50.99,-2589.89,99.77,1.57
600637,436.92,122.95,59.53,362.45,103.7,6.11
600638,518.25,82.1,56.2,1015.76,197.42,3.89
600639,124.71,85.4,86.19,15.37,97.15,4.45
600640,-382.88,20.06,7.3,2016.99,79.31,0.99
600641,407.49,108.05,88.48,282.06,77.43,5.04
600642,197.79,83.75,81.21,136.85,99.52,4.03
600643,641.38,87.98,77.18,377.75,36.92,2.98
600644,-956.46,-385.92,-375.3,-1662.49,122.76,-2.49
600645,939.01,60.72,98.7,193.54,130.77,0.86
600647,2653.78,184.64,196.4,1971.41,63.18,3.34
600648,176.59,82.83,82.28,59.56,9.62,4.75
600649,92.41,94.15,97.09,24.25,65.66,5.27
600650,-16.43,91.86,102.42,-73.99,34.77,3.89
600651,441.19,73.22,78.8,31.88,197.66,1.6099999999999999
600652,-2359.27,3.0,28.4,-2559.99,-158.09,-0.03
600653,-684.84,0.48,29.39,-753.3,162.49,3.4694469520000004e-17
600654,707.01,68.22,97.55,985.19,173.12,0.93
600655,113.26,116.97,120.45,-4.3,97.27,5.09
600656,-33.55,17.21,33.02,-47.88,32.57,0.06
600657,88.51,91.97,104.3,-47.92,212.44,4.22
600658,198.95,157.94,107.6,68.25,382.84,6.54
600660,479.56,222.08,212.44,249.08,130.6,8.65
600661,-1022.0,45.07,26.04,-1045.97,52.7,1.52
600662,-69.14,55.42,60.26,-75.46,26.8,1.44
600663,126.43,118.38,106.58,112.16,208.78,6.67
600664,39.25,77.34,87.85,51.32,0.17,3.2800000000000002
600665,82.04,93.24,93.46,8.88,111.67,2.5
600666,66.24,94.42,103.35,41.38,178.08,1.9300000000000002
600667,407.92,42.16,38.19,470.4,428.51,0.8300000000000001
600668,386.11,116.29,105.76,248.65,95.05,5.69
600671,-1982.91,-111.85,-122.96,-2701.93,5.61,-1.26
600673,529.54,63.88,57.18,406.8,134.45,1.57
600674,447.73,125.25,131.71,109.18,66.61,5.99
600675,-540.32,27.75,32.17,-845.48,201.64,1.19
600676,101.93,72.6,74.09,-14.68,109.78,2.58
600677,824.97,31.09,29.49,634.21,139.57,0.98
600678,-1330.71,-104.31,-264.82,-2183.31,240.86,-0.1
600679,5441.34,64.92,49.38,3343.62,198.06,1.53
600682,371.67,119.92,117.43,145.53,330.97,4.32
600683,588.9,75.95,68.02,431.08,439.22,2.0
600684,411.3,154.17,144.38,244.03,368.28,5.65
600685,-4.66,57.31,88.05,533.02,32.98,3.65
600686,89.68,80.27,81.58,-24.19,50.02,3.56
600687,4522.37,126.88,118.93,3375.73,1360.7,3.07
600688,602.4,95.83,39.14,492.02,62.52,2.06
600689,-54.8,21.24,24.13,-99.52,12.94,0.44
600690,220.4,225.86,213.99,106.73,135.69,10.54
600691,-2805.62,-18.97,-16.49,-2159.23,19.63,-0.47000000000000003
600692,-1300.55,28.54,23.9,-1473.42,177.06,0.49
600693,526.39,110.22,117.55,346.3,135.54,2.68
600694,1394.04,111.69,107.36,318.58,40.37,20.08
600695,-998.17,-25.21,-29.85,-1321.44,-177.61,0.12
600696,438.64,-154.02,-159.59,-94.41,588.13,-1.19
600697,116.58,151.99,156.92,-27.37,156.6,13.26
600698,-3684.1,-105.07,-90.55,-4263.21,-130.87,-0.27
600699,88.09,67.25,94.52,-145.73,275.13,3.07
600701,1568.93,18.77,9.27,148.49,206.21,0.44
600702,1428.88,57.98,47.49,1330.53,130.78,3.85
600703,647.48,146.74,151.25,-9.33,501.78,5.99
600704,170.88,113.2,110.48,63.44,75.35,5.89
600705,192.17,86.05,74.22,3017.58,199.0,2.75
600706,47.23,34.61,38.23,16.98,2.61,1.55
600707,-9077.01,-145.74,-144.96,-5463.33,-80.2,-6.26
600708,165.97,116.3,110.31,66.09,188.95,4.23
600710,-2076.46,-4.33,-8.65,-2459.25,17.43,0.1
600711,538.14,37.25,36.62,243.15,716.19,1.2
600712,97.6,64.89,77.21,-57.1,63.04,0.93
600713,-1410.6,30.54,27.84,-1314.94,90.19,0.78
600714,-267.46,44.27,-24.67,-232.04,-53.76,0.63
600715,-808.47,-186.22,-62.25,-2055.59,4630.95,0.16
600716,380.79,72.83,-3.48,-243.66,325.53,1.67
600717,2.11,71.69,78.5,-61.75,43.49,5.32
600718,341.29,106.66,109.13,184.75,71.36,5.0
600719,-113.73,5.02,6.14,-124.55,30.82,0.11
600720,423.98,108.35,115.02,188.35,137.78,5.54
600721,-11507.72,-93.88,-63.06,-8808.16,51.66,-2.67
600722,-159.15,-9.6,-80.03,90.55,-36.5,-0.15
600723,280.97,91.59,78.86,543.31,35.11,3.8200000000000003
600724,-1740.66,-5.16,42.07,-2128.35,170.04,0.12
600725,-9220.16,-166.67,-34.84,-12996.34,15.31,-2.89
600726,-8677.21,-67.02,-27.89,-12161.11,51.22,-1.15
600727,515.07,16.27,-27.45,595.98,21.93,0.45
600728,121.31,54.91,63.07,-10.99,130.05,1.1
600729,69.59,156.01,164.56,-6.43,56.41,12.46
600730,1321.32,72.39,72.02,1095.29,385.95,2.32
600731,356.08,18.04,13.72,297.2,58.88,0.35000000000000003
600732,-772.52,-8.76,-5.87,-850.48,609.8,0.01
600733,-934.65,-11.82,-14.78,-896.18,464.77,-0.08
600734,196.39,296.43,1224.09,-340.04,1331.33,1.72
600735,540.59,58.97,52.45,378.55,-97.44,1.23
600736,173.64,66.4,64.58,65.62,113.99,2.3
600737,-1540.95,-0.49,3.22,-2175.03,109.91,0.24
600738,1058.06,144.65,89.62,695.08,56.51,3.8200000000000003
600739,164.54,104.42,116.57,18.78,144.21,8.15
600740,-4280.13,-64.19,-80.6,-5151.8,97.93,-1.92
600741,145.61,142.38,129.22,1752.22,362.46,11.98
600742,146.38,146.68,151.47,2.36,156.51,16.73
600743,78.47,166.59,183.85,-81.41,208.6,3.35
600744,-2975.8,-28.83,-37.03,-3664.22,88.64,-0.56
600745,-358.57,97.48,127.05,115.49,1875.76,1.9500000000000002
600746,163.56,29.3,7.6,17.14,6.35,0.43
600747,-2521.59,-33.0,-65.44,-2466.43,269.85,-0.31
600748,199.7,101.86,107.06,21.72,92.55,4.03
600749,-310.09,-23.86,-21.76,-592.25,148.62,-0.77
600750,132.16,136.33,137.07,34.37,41.8,8.31
600751,418.21,-87.81,-176.09,147.03,6116.21,0.41000000000000003
600753,10284.62,40.94,-2.11,8427.21,4616.99,0.43
600754,116.57,73.67,72.25,41.54,253.81,6.17
600755,301.91,111.79,106.25,119.49,277.93,5.14
600756,1896.36,50.2,50.42,1728.22,112.25,1.9
600757,128.37,55.79,56.55,47.31,216.22,2.1
600758,-381.45,38.03,39.2,-163.72,62.86,0.59
600759,-460.51,46.7,59.74,-574.34,620.84,0.79
600760,-854.73,-52.02,-69.48,-680.44,105.26,-0.8
600761,210.27,108.08,108.18,114.48,109.05,6.63
600763,401.94,189.38,174.26,152.11,242.18,4.48
600764,-1915.49,9.81,-0.6000000000000001,-1306.37,-135.64,0.59
600765,-47.73,52.31,61.69,-164.24,98.53,2.06
600766,588.88,98.93,-26.75,450.75,508.08,0.17
600767,-1505.15,-26.45,-41.04,-1591.3,789.43,-0.25
600768,-1402.78,18.9,-84.59,-2581.47,36.42,0.19
600769,-5297.54,-64.32,-262.89,-7016.59,160.37,-1.07
600770,-1992.12,0.5700000000000001,2.89,-3067.56,126.53,0.26
600771,6234.52,85.08,-99.08,2596.88,196.49,1.27
600773,135.53,75.04,84.19,-26.6,474.31,1.44
600774,238.08,24.53,22.88,212.31,57.62,0.76
600775,981.21,40.66,39.94,890.3,76.3,1.21
600776,51.68,51.5,51.71,26.24,-77.12,1.09
600777,-1763.96,-9.97,-12.75,-1494.04,703.36,-0.18
600778,-2629.77,1.1400000000000001,57.72,-3342.9,186.77,0.5
600779,25.77,86.26,87.18,-104.45,193.35,2.65
600780,281.51,60.38,59.44,676.88,25.65,2.0
600781,50.91,77.58,83.47,169.75,72.65,1.83
600782,810.41,38.89,18.44,599.32,96.81,1.44
600783,-106.62,86.3,86.61,80.12,-21.52,3.79
600784,-309.68,91.75,108.81,-399.77,-54.74,1.99
600785,103.56,135.21,144.62,-19.66,109.03,8.35
600787,269.64,78.88,69.39,174.75,72.09,3.5
600789,-1305.97,3.45,-0.21,-1463.83,39.1,0.14
600790,328.3,76.13,74.69,125.63,74.41,2.54
600791,605.78,78.58,78.45,503.06,426.74,2.04
600792,-2023.87,-20.87,-10.04,-2125.25,-46.37,-0.63
600793,1467.84,55.19,-103.51,-949.38,3356.2,0.56
600794,-925.33,122.29,149.86,-1134.93,424.4,2.62
600795,819.12,107.38,104.47,672.97,64.3,2.32
600796,332.64,49.81,27.3,291.24,33.23,0.88
600797,95.94,37.83,32.42,-177.55,-50.49,0.92
600798,421.18,10.98,22.42,302.63,33.02,0.28
600800,-1089.09,-270.13,-142.4,-2321.25,-24.5,-0.30000000000000004
600801,786.57,101.98,95.98,635.4,146.76,8.4
600802,-2403.78,-43.43,-20.66,-2841.41,60.97,-1.03
600803,-472.82,81.83,71.24,21.22,79.48,3.64
600804,193.74,86.51,86.34,60.85,212.97,2.86
600805,126.56,177.24,185.53,71.97,-12.64,7.53
600806,-2687.65,-43.11,19.96,-3099.95,-51.58,-0.36
600807,-391.47,54.75,72.19,-231.85,823.21,0.7000000000000001
600808,-6519.54,-5.49,-21.38,-8012.52,31.76,-0.17
600809,239.99,208.86,207.68,80.42,176.61,9.2
600810,-1042.58,2.07,-5.96,-610.66,158.93,0.11
600811,205.17,74.7,78.07,32.46,245.15,3.47
600812,-41.03,4.99,24.12,-203.47,85.26,0.12
600814,-59.75,95.34,102.22,-33.04,9.85,2.32
600815,-9980.63,-119.93,-135.58,-11868.53,28.13,-2.42
600816,828.63,344.14,335.52,181.17,533.74,7.4
600817,-764.05,-25.69,-22.05,-801.14,-51.11,-0.17
600818,1693.96,134.88,134.0,551.0,-19.4,1.94
600819,-1395.98,9.88,9.64,-1542.75,18.82,0.29
600820,151.14,95.43,95.3,10.25,63.85,5.92
600821,-1719.58,-6.13,-23.8,-1868.19,-68.85,-0.08
600822,-11469.59,-900.67,-897.35,-61213.52,-55.5,-3.5300000000000002
600827,75.25,76.49,75.96,51.6,15.73,5.49
600828,91.84,182.58,189.08,99.83,109.64,3.48
600829,502.86,140.18,142.87,846.56,-41.79,4.49
600830,74.19,60.48,60.73,113.1,30.47,2.2
600831,179.21,69.62,67.33,76.49,133.62,2.09
600832,126.51,51.15,44.47,88.07,91.86,1.23
600833,115.55,66.76,66.39,54.97,49.69,1.6600000000000001
600834,16.9,63.17,67.77,-24.09,-15.11,1.5899999999999999
600835,198.3,134.31,134.74,32.6,44.85,8.83
600836,326.86,22.07,21.15,293.34,63.19,0.32
600837,187.59,83.16,84.41,54.02,206.11,5.86
600838,871.27,73.36,66.17,722.36,-90.86,1.5899999999999999
600839,-2956.18,6.07,3.62,-3262.9,112.04,0.22
600841,267.32,47.26,45.33,195.98,30.84,1.8599999999999999
600843,572.66,89.24,73.76,380.51,42.11,1.98
600844,-3461.52,-48.39,-53.92,-3502.68,211.83,-0.62
600845,91.92,147.75,162.97,-81.27,86.84,6.69
600846,676.52,178.32,162.04,288.88,303.36,4.5600000000000005
600848,-413.08,12.73,11.45,-545.59,30.36,1.19
600850,200.78,123.35,111.54,280.11,104.1,4.64
600851,694.56,21.05,12.3,627.23,-32.58,0.67
600853,492.9,41.43,27.56,476.52,190.75,0.63
600854,-985.92,-9.74,-10.09,-2444.22,227.65,-0.39
600855,-148.79,24.86,19.96,330.65,108.91,0.61
600856,-686.33,42.63,3.44,5762.81,248.98,1.32
